order_id,has_customization,special_instructions,nlp_penalty_sec,packaging_overhead_sec,item_complexity_base_sec,complexity_delta_sec
14723,True,Less oil in preparation,10,0,5,15
17355,False,,0,0,5,0
6869,False,,0,0,5,0
17244,True,Do not overcook the biryani rice | Use only mustard oil,22,0,5,27
14735,True,Need extra tissue and cutlery | Separate packaging for each item,30,0,5,35
17387,True,"Make everything mild spice, pack sauces separate",54,0,5,59
17258,True,Extra cheese on top | Make it extra spicy,33,0,5,38
17390,True,Add extra green chilli,10,0,5,15
14741,False,,0,0,5,0
6889,True,Separate packaging for each item,20,0,5,25
17421,True,"Separate packaging for each item | Separate dal and rice, extra papad, no pickle | Medium spice level",42,0,5,47
14753,True,Medium spice level,12,0,5,17
6895,False,,0,0,5,0
17436,True,No MSG please,8,0,5,13
6888,True,Sugar free dessert | Make it extra spicy | Extra chutney packets please,38,0,5,43
17458,True,Separate packaging for each item | No MSG please | Extra chutney packets please,36,0,5,41
17293,False,,0,0,5,0
17299,False,,0,0,5,0
17461,True,Add extra green chilli,10,0,5,15
17479,True,Pack roti and curry separately,20,0,5,25
17484,False,,0,0,5,0
6907,True,Charred tandoori finish,15,0,5,20
14813,True,"Separate dal and rice, extra papad, no pickle | Charred tandoori finish",45,0,5,50
14820,False,,0,0,5,0
6923,True,Extra cheese on top,18,0,5,23
17537,False,,0,0,5,0
14821,True,Add extra green chilli,10,0,5,15
17344,True,Do not overcook the biryani rice,12,0,5,17
17350,False,,0,0,5,0
6933,True,Less oil in preparation,10,0,5,15
14837,False,,0,0,5,0
6948,True,Extra raita on the side,12,0,5,17
14844,False,,0,0,5,0
17388,True,Medium spice level,12,0,5,17
17389,False,,0,0,5,0
6956,False,,0,0,5,0
14866,True,Gluten free preparation,20,0,5,25
17606,True,Less oil in preparation | Pack roti and curry separately,30,0,5,35
17398,True,Pack roti and curry separately,20,0,5,25
17399,False,,0,0,5,0
14871,False,,0,0,5,0
6958,True,Extra cheese on top,18,0,5,23
17621,True,Less oil in preparation | Add extra green chilli | Extra cheese on top,38,0,5,43
6966,False,,0,0,5,0
17630,True,Less oil in preparation | Gluten free preparation,30,0,5,35
14905,False,,0,0,5,0
6980,True,Use only mustard oil,10,0,5,15
17634,False,,0,0,5,0
17641,True,Separate packaging for each item,20,0,5,25
6978,True,Add paneer tikka as extra,30,0,5,35
14921,False,,0,0,5,0
14950,True,Make the tikka well done,25,0,5,30
6982,False,,0,0,5,0
6983,False,,0,0,5,0
6984,False,,0,0,5,0
17499,False,,0,0,5,0
14962,False,,0,0,5,0
17518,True,Make the tikka well done,25,0,5,30
14982,False,,0,0,5,0
6987,True,Need extra tissue and cutlery,10,0,5,15
17701,True,Do not overcook the biryani rice | No spice at all please,32,0,5,37
14986,True,Sugar free dessert,15,0,5,20
17706,True,Medium spice level | Gluten free preparation,32,0,5,37
17530,False,,0,0,5,0
17707,True,Charred tandoori finish,15,0,5,20
7003,True,"Half portion butter chicken, double naan, raita side",27,0,5,32
6996,True,Charred tandoori finish | No spice at all please,35,0,5,40
7020,False,,0,0,5,0
17561,False,,0,0,5,0
17562,False,,0,0,5,0
17564,True,Steam instead of fry | Extra chutney packets please,28,0,5,33
17733,True,Gluten free preparation | Less oil in preparation | Do not overcook the biryani rice,42,0,5,47
17766,True,Less oil in preparation | Extra cheese on top | Medium spice level,40,0,5,45
17784,True,Sugar free dessert,15,0,5,20
15039,False,,0,0,5,0
17636,False,,0,0,5,0
17793,False,,0,0,5,0
17644,True,Do not overcook the biryani rice,12,0,5,17
7045,True,"Make everything mild spice, pack sauces separate | Do not overcook the biryani rice | Gluten free preparation",86,0,5,91
7038,True,"Jain preparation no onion no garlic | Add extra green chilli | Half portion butter chicken, double naan, raita side",97,0,5,102
17685,True,Separate packaging for each item,20,0,5,25
15066,True,"Make everything mild spice, pack sauces separate | Pack roti and curry separately | Jain preparation no onion no garlic",114,0,5,119
17690,True,Medium spice level,12,0,5,17
17838,False,,0,0,5,0
17875,False,,0,0,5,0
17718,True,Extra chutney packets please | Pack roti and curry separately | Use only mustard oil,38,0,5,43
7071,False,,0,0,5,0
7067,True,No MSG please,8,0,5,13
17878,True,"Separate dal and rice, extra papad, no pickle",30,0,5,35
17906,False,,0,0,5,0
17899,False,,0,0,5,0
17756,True,Medium spice level | Add paneer tikka as extra | Charred tandoori finish,57,0,5,62
7085,True,Add extra butter on naan,10,0,5,15
17922,True,Steam instead of fry | Make the tikka well done | Make it extra spicy,60,0,5,65
17813,True,No MSG please | Do not overcook the biryani rice,20,0,5,25
7089,False,,0,0,5,0
17964,True,Extra chutney packets please,8,0,5,13
17969,False,,0,0,5,0
17830,False,,0,0,5,0
7095,False,,0,0,5,0
7096,False,,0,0,5,0
7104,True,Jain preparation no onion no garlic,60,0,5,65
17983,True,Do not overcook the biryani rice,12,0,5,17
7100,False,,0,0,5,0
7102,True,Add extra green chilli | Do not overcook the biryani rice,22,0,5,27
17993,False,,0,0,5,0
17994,True,"Make everything mild spice, pack sauces separate | Extra cheese on top",72,0,5,77
7107,False,,0,0,5,0
17863,True,Extra raita on the side | Extra chutney packets please | Double wrap the paratha,35,0,5,40
15135,True,Less oil in preparation,10,0,5,15
7118,False,,0,0,5,0
7125,True,Less oil in preparation | No spice at all please,30,0,5,35
7119,True,Add paneer tikka as extra,30,0,5,35
7136,True,No MSG please,8,0,5,13
7138,False,,0,0,5,0
17894,False,,0,0,5,0
15166,True,Add paneer tikka as extra | No spice at all please,50,0,5,55
17910,False,,0,0,5,0
18085,True,Add extra butter on naan,10,0,5,15
7145,True,"No spice at all please | Separate dal and rice, extra papad, no pickle",50,0,5,55
15212,True,Double wrap the paratha,15,0,5,20
17924,False,,0,0,5,0
7156,True,"Make it extra spicy | Add extra butter on naan | Make everything mild spice, pack sauces separate",79,0,5,84
18101,True,Double wrap the paratha,15,0,5,20
18107,True,Sugar free dessert | Gluten free preparation,35,0,5,40
7158,False,,0,0,5,0
7151,False,,0,0,5,0
7171,False,,0,0,5,0
15255,True,Need extra tissue and cutlery,10,0,5,15
18130,True,"Separate dal and rice, extra papad, no pickle",30,0,5,35
7176,False,,0,0,5,0
15258,False,,0,0,5,0
18137,False,,0,0,5,0
18154,False,,0,0,5,0
7184,False,,0,0,5,0
17996,True,Add extra butter on naan,10,0,5,15
18166,True,Extra chutney packets please,8,0,5,13
7186,False,,0,0,5,0
18000,True,Medium spice level | Pack roti and curry separately,32,0,5,37
18192,True,Extra chutney packets please,8,0,5,13
18007,False,,0,0,5,0
18004,False,,0,0,5,0
15287,True,"Half portion butter chicken, double naan, raita side | Steam instead of fry",47,0,5,52
18205,True,"No spice at all please | Steam instead of fry | Make everything mild spice, pack sauces separate",82,0,5,87
7191,False,,0,0,5,0
18214,False,,0,0,5,0
7205,True,Extra cheese on top,18,0,5,23
15307,False,,0,0,5,0
7207,True,Add paneer tikka as extra | Jain preparation no onion no garlic,90,0,5,95
7216,True,Steam instead of fry | Do not overcook the biryani rice,32,0,5,37
18250,False,,0,0,5,0
18256,True,Pack roti and curry separately,20,0,5,25
18088,True,Pack roti and curry separately | No spice at all please | Need extra tissue and cutlery,50,0,5,55
7223,False,,0,0,5,0
18291,True,No spice at all please,20,0,5,25
18305,False,,0,0,5,0
18306,False,,0,0,5,0
7241,True,Sugar free dessert | Pack roti and curry separately | Double wrap the paratha,50,0,5,55
18311,True,Make the tikka well done,25,0,5,30
7242,False,,0,0,5,0
18316,True,Use only mustard oil,10,0,5,15
15377,False,,0,0,5,0
15378,False,,0,0,5,0
7249,False,,0,0,5,0
18161,True,Gluten free preparation | Make it extra spicy | Need extra tissue and cutlery,45,0,5,50
15385,True,No MSG please,8,0,5,13
15387,True,Less oil in preparation,10,0,5,15
7259,False,,0,0,5,0
7258,True,Extra raita on the side | Separate packaging for each item,32,0,5,37
18347,True,"Double wrap the paratha | Separate dal and rice, extra papad, no pickle",45,0,5,50
15390,False,,0,0,5,0
7260,False,,0,0,5,0
15404,False,,0,0,5,0
18358,False,,0,0,5,0
18365,False,,0,0,5,0
18369,False,,0,0,5,0
15406,False,,0,0,5,0
15418,False,,0,0,5,0
7279,True,Medium spice level | Extra cheese on top,30,0,5,35
18225,True,No spice at all please,20,0,5,25
18417,True,Do not overcook the biryani rice,12,0,5,17
15424,True,Pack roti and curry separately | Need extra tissue and cutlery,30,0,5,35
7290,False,,0,0,5,0
7286,False,,0,0,5,0
15447,False,,0,0,5,0
7292,False,,0,0,5,0
18310,True,Gluten free preparation | Pack roti and curry separately,40,0,5,45
15453,False,,0,0,5,0
18318,True,Extra chutney packets please,8,0,5,13
18441,False,,0,0,5,0
18319,True,"Half portion butter chicken, double naan, raita side",27,0,5,32
15482,False,,0,0,5,0
15475,True,Gluten free preparation | Make it extra spicy | Less oil in preparation,45,0,5,50
7298,True,Use only mustard oil | Separate packaging for each item | No MSG please,38,0,5,43
15493,False,,0,0,5,0
18338,False,,0,0,5,0
15491,False,,0,0,5,0
18359,True,Need extra tissue and cutlery | Double wrap the paratha,25,0,5,30
18474,False,,0,0,5,0
15498,True,Extra cheese on top | Sugar free dessert,33,0,5,38
18367,True,Use only mustard oil | Double wrap the paratha | Extra chutney packets please,33,0,5,38
18509,False,,0,0,5,0
7311,False,,0,0,5,0
7318,True,Extra raita on the side | Make the tikka well done | Double wrap the paratha,52,0,5,57
15512,True,Extra cheese on top,18,0,5,23
7315,True,No MSG please | Add paneer tikka as extra,38,0,5,43
7322,False,,0,0,5,0
18539,True,Make it extra spicy | Steam instead of fry,35,0,5,40
15539,True,Extra raita on the side | Charred tandoori finish | Use only mustard oil,37,0,5,42
18419,False,,0,0,5,0
18435,False,,0,0,5,0
18432,True,Extra cheese on top | Gluten free preparation,38,0,5,43
7346,True,Medium spice level,12,0,5,17
15597,False,,0,0,5,0
18582,False,,0,0,5,0
18588,True,Double wrap the paratha,15,0,5,20
18467,True,Double wrap the paratha | Use only mustard oil,25,0,5,30
7353,False,,0,0,5,0
18491,True,Use only mustard oil | Extra cheese on top,28,0,5,33
15638,True,Steam instead of fry,20,0,5,25
7354,True,"No spice at all please | Make everything mild spice, pack sauces separate",62,0,5,67
18606,True,"Make everything mild spice, pack sauces separate | No MSG please | Add paneer tikka as extra",92,0,5,97
15649,True,Gluten free preparation | Jain preparation no onion no garlic,80,0,5,85
7362,True,Use only mustard oil | Less oil in preparation,20,0,5,25
15657,False,,0,0,5,0
7368,True,Double wrap the paratha | Extra chutney packets please | Add paneer tikka as extra,53,0,5,58
15661,False,,0,0,5,0
7367,True,No spice at all please,20,0,5,25
7369,False,,0,0,5,0
7376,True,Do not overcook the biryani rice | Pack roti and curry separately,32,0,5,37
18677,True,Sugar free dessert,15,0,5,20
7380,True,Charred tandoori finish,15,0,5,20
18579,False,,0,0,5,0
7388,False,,0,0,5,0
18611,True,Less oil in preparation | Gluten free preparation,30,0,5,35
15710,False,,0,0,5,0
18703,False,,0,0,5,0
15711,True,Extra cheese on top,18,0,5,23
18645,False,,0,0,5,0
18710,False,,0,0,5,0
18655,False,,0,0,5,0
7402,False,,0,0,5,0
7398,False,,0,0,5,0
18681,False,,0,0,5,0
7410,False,,0,0,5,0
18754,True,Gluten free preparation | Charred tandoori finish,35,0,5,40
15766,True,Add extra green chilli,10,0,5,15
15770,False,,0,0,5,0
7404,False,,0,0,5,0
18792,False,,0,0,5,0
7411,False,,0,0,5,0
18720,True,"Separate dal and rice, extra papad, no pickle",30,0,5,35
18799,False,,0,0,5,0
7434,False,,0,0,5,0
18726,True,"Make everything mild spice, pack sauces separate",54,0,5,59
7437,True,Separate packaging for each item | Gluten free preparation,40,0,5,45
18728,True,Use only mustard oil | Medium spice level | Need extra tissue and cutlery,32,0,5,37
18807,True,"Separate dal and rice, extra papad, no pickle",30,0,5,35
18738,False,,0,0,5,0
18734,True,"Extra chutney packets please | Make everything mild spice, pack sauces separate | Add extra butter on naan",72,0,5,77
15815,True,Do not overcook the biryani rice,12,0,5,17
7454,False,,0,0,5,0
18871,False,,0,0,5,0
15828,True,Add extra green chilli,10,0,5,15
18767,True,Use only mustard oil,10,0,5,15
18925,False,,0,0,5,0
7473,False,,0,0,5,0
7463,True,No MSG please | Medium spice level,20,0,5,25
18781,True,Pack roti and curry separately,20,0,5,25
18785,False,,0,0,5,0
18933,False,,0,0,5,0
18809,False,,0,0,5,0
15871,True,Gluten free preparation,20,0,5,25
18813,True,Extra cheese on top,18,0,5,23
18831,False,,0,0,5,0
7501,False,,0,0,5,0
7503,False,,0,0,5,0
18985,True,Jain preparation no onion no garlic,60,0,5,65
7506,True,Pack roti and curry separately,20,0,5,25
7508,True,Do not overcook the biryani rice,12,0,5,17
18841,True,Make the tikka well done | Jain preparation no onion no garlic | Add extra butter on naan,95,0,5,100
15932,True,"Separate packaging for each item | Half portion butter chicken, double naan, raita side | Medium spice level",59,0,5,64
7526,False,,0,0,5,0
7530,False,,0,0,5,0
18899,False,,0,0,5,0
19043,True,Use only mustard oil,10,0,5,15
15982,False,,0,0,5,0
18920,False,,0,0,5,0
15993,True,Add extra butter on naan | Use only mustard oil | No spice at all please,40,0,5,45
15997,True,Double wrap the paratha,15,0,5,20
16000,True,"Half portion butter chicken, double naan, raita side",27,0,5,32
7551,True,"Half portion butter chicken, double naan, raita side",27,0,5,32
19111,False,,0,0,5,0
19105,False,,0,0,5,0
18994,False,,0,0,5,0
19114,False,,0,0,5,0
7558,True,"Make everything mild spice, pack sauces separate",54,0,5,59
7563,False,,0,0,5,0
19120,True,Medium spice level | Jain preparation no onion no garlic,72,0,5,77
16021,False,,0,0,5,0
7556,False,,0,0,5,0
7569,False,,0,0,5,0
7574,True,Use only mustard oil | Extra chutney packets please,18,0,5,23
19029,True,Less oil in preparation,10,0,5,15
19030,True,No spice at all please,20,0,5,25
16051,False,,0,0,5,0
19034,True,"Separate dal and rice, extra papad, no pickle",30,0,5,35
19148,False,,0,0,5,0
7587,False,,0,0,5,0
19083,False,,0,0,5,0
19154,True,Make it extra spicy,15,0,5,20
19047,False,,0,0,5,0
19196,True,"Half portion butter chicken, double naan, raita side | Steam instead of fry | Pack roti and curry separately",67,0,5,72
19197,False,,0,0,5,0
19203,False,,0,0,5,0
7593,True,Make it extra spicy,15,0,5,20
16102,True,Need extra tissue and cutlery | Sugar free dessert,25,0,5,30
7596,False,,0,0,5,0
16107,True,Extra cheese on top | Jain preparation no onion no garlic | Add extra green chilli,88,0,5,93
19212,True,Do not overcook the biryani rice,12,0,5,17
16134,False,,0,0,5,0
19156,True,Medium spice level,12,0,5,17
7620,False,,0,0,5,0
7607,True,Extra cheese on top | Make the tikka well done,43,0,5,48
19175,False,,0,0,5,0
7623,True,No MSG please | Steam instead of fry,28,0,5,33
16160,False,,0,0,5,0
16161,False,,0,0,5,0
19213,True,Gluten free preparation,20,0,5,25
7631,True,Add extra butter on naan | Less oil in preparation | Extra raita on the side,32,0,5,37
7621,True,"Separate packaging for each item | Make everything mild spice, pack sauces separate",54,0,5,59
19271,False,,0,0,5,0
19229,True,Need extra tissue and cutlery,10,0,5,15
7635,True,Jain preparation no onion no garlic,60,0,5,65
7625,False,,0,0,5,0
19293,True,Make it extra spicy,15,0,5,20
16189,False,,0,0,5,0
7637,False,,0,0,5,0
19253,False,,0,0,5,0
19299,True,Separate packaging for each item | Add extra green chilli,30,0,5,35
7641,False,,0,0,5,0
19327,False,,0,0,5,0
16207,True,Use only mustard oil,10,0,5,15
19350,True,Add paneer tikka as extra | Use only mustard oil,40,0,5,45
19275,False,,0,0,5,0
19380,True,Charred tandoori finish,15,0,5,20
7656,True,No MSG please | No spice at all please,28,0,5,33
7658,False,,0,0,5,0
16236,False,,0,0,5,0
7667,True,Use only mustard oil | Make it extra spicy,25,0,5,30
19395,False,,0,0,5,0
16241,False,,0,0,5,0
19414,False,,0,0,5,0
19419,False,,0,0,5,0
16242,False,,0,0,5,0
16247,False,,0,0,5,0
7671,True,Add extra green chilli,10,0,5,15
19425,True,Add paneer tikka as extra,30,0,5,35
7678,True,Double wrap the paratha,15,0,5,20
19346,False,,0,0,5,0
7680,True,Jain preparation no onion no garlic,60,0,5,65
7685,True,Gluten free preparation,20,0,5,25
7686,False,,0,0,5,0
19433,False,,0,0,5,0
7695,False,,0,0,5,0
19361,False,,0,0,5,0
16284,False,,0,0,5,0
19452,True,Extra cheese on top | Extra chutney packets please,26,0,5,31
19463,True,Gluten free preparation | Steam instead of fry,40,0,5,45
16277,True,No MSG please,8,0,5,13
19374,False,,0,0,5,0
16292,False,,0,0,5,0
19484,True,Extra chutney packets please | Add extra green chilli,18,0,5,23
19386,False,,0,0,5,0
7697,True,No MSG please,8,0,5,13
19486,True,Add extra green chilli,10,0,5,15
19385,False,,0,0,5,0
19408,True,Less oil in preparation | Pack roti and curry separately,30,0,5,35
7706,True,"Half portion butter chicken, double naan, raita side | Double wrap the paratha",42,0,5,47
7718,True,Pack roti and curry separately | Extra raita on the side,32,0,5,37
7728,True,Extra cheese on top | Separate packaging for each item,38,0,5,43
16338,True,Less oil in preparation,10,0,5,15
7730,True,Sugar free dessert | Less oil in preparation | Add extra butter on naan,35,0,5,40
19444,False,,0,0,5,0
19455,True,Make it extra spicy,15,0,5,20
16356,False,,0,0,5,0
7733,True,Add extra green chilli | Do not overcook the biryani rice,22,0,5,27
7744,False,,0,0,5,0
16363,False,,0,0,5,0
19494,False,,0,0,5,0
19508,True,Jain preparation no onion no garlic | Medium spice level,72,0,5,77
19582,True,"Medium spice level | Separate dal and rice, extra papad, no pickle",42,0,5,47
19511,True,Double wrap the paratha | Use only mustard oil,25,0,5,30
7737,False,,0,0,5,0
16378,True,Extra cheese on top,18,0,5,23
16381,False,,0,0,5,0
19638,False,,0,0,5,0
16387,False,,0,0,5,0
19639,False,,0,0,5,0
16398,True,No spice at all please,20,0,5,25
19658,True,Separate packaging for each item,20,0,5,25
19588,True,"Extra cheese on top | Extra raita on the side | Make everything mild spice, pack sauces separate",84,0,5,89
19663,True,"Extra chutney packets please | Separate dal and rice, extra papad, no pickle",38,0,5,43
7779,True,"Half portion butter chicken, double naan, raita side",27,0,5,32
19626,True,Make it extra spicy | Jain preparation no onion no garlic | Gluten free preparation,95,0,5,100
19770,True,Add extra butter on naan | Extra raita on the side,22,0,5,27
19773,True,"No MSG please | Double wrap the paratha | Separate dal and rice, extra papad, no pickle",53,0,5,58
7792,False,,0,0,5,0
19777,False,,0,0,5,0
19647,False,,0,0,5,0
19653,True,Add extra butter on naan,10,0,5,15
7800,True,Add paneer tikka as extra,30,0,5,35
19784,False,,0,0,5,0
7791,False,,0,0,5,0
16503,False,,0,0,5,0
19820,True,Make the tikka well done,25,0,5,30
16521,True,Add paneer tikka as extra,30,0,5,35
7809,False,,0,0,5,0
19677,True,"Less oil in preparation | Make everything mild spice, pack sauces separate",64,0,5,69
7816,True,"Make everything mild spice, pack sauces separate",54,0,5,59
19686,False,,0,0,5,0
16550,False,,0,0,5,0
16557,True,Jain preparation no onion no garlic,60,0,5,65
7824,True,No spice at all please | Separate packaging for each item,40,0,5,45
19704,True,Do not overcook the biryani rice,12,0,5,17
16571,True,Do not overcook the biryani rice,12,0,5,17
16575,True,Separate packaging for each item | No MSG please,28,0,5,33
19712,False,,0,0,5,0
16578,True,Extra raita on the side,12,0,5,17
19898,False,,0,0,5,0
16588,False,,0,0,5,0
7836,True,"Gluten free preparation | Separate dal and rice, extra papad, no pickle",50,0,5,55
16596,True,Jain preparation no onion no garlic | Less oil in preparation | Add extra green chilli,80,0,5,85
16600,False,,0,0,5,0
19906,False,,0,0,5,0
19903,True,Make the tikka well done | No spice at all please | Medium spice level,45,0,5,50
19734,False,,0,0,5,0
7839,False,,0,0,5,0
16612,False,,0,0,5,0
7842,False,,0,0,5,0
19925,True,Add extra butter on naan,10,0,5,15
19742,True,Gluten free preparation,20,0,5,25
16622,False,,0,0,5,0
16629,False,,0,0,5,0
19749,True,"Separate dal and rice, extra papad, no pickle",30,0,5,35
19933,False,,0,0,5,0
16650,False,,0,0,5,0
7858,False,,0,0,5,0
16656,False,,0,0,5,0
7857,True,Do not overcook the biryani rice | Need extra tissue and cutlery,22,0,5,27
7870,False,,0,0,5,0
19976,False,,0,0,5,0
7879,False,,0,0,5,0
19832,True,Gluten free preparation | Add extra butter on naan | Steam instead of fry,50,0,5,55
7887,False,,0,0,5,0
19988,False,,0,0,5,0
16716,False,,0,0,5,0
19872,True,Sugar free dessert,15,0,5,20
16746,True,Extra chutney packets please | Gluten free preparation,28,0,5,33
32,True,Less oil in preparation | Extra raita on the side,22,0,10,32
7901,False,,0,0,5,0
76,False,,0,0,10,0
19892,True,Use only mustard oil | Add paneer tikka as extra,40,0,5,45
25,True,Charred tandoori finish,15,0,10,25
19924,True,No MSG please | No spice at all please | Make it extra spicy,43,0,5,48
19929,True,Separate packaging for each item | Steam instead of fry,40,0,5,45
7924,False,,0,0,5,0
124,False,,0,0,10,0
19931,True,Less oil in preparation | Separate packaging for each item,30,0,5,35
16786,False,,0,0,5,0
7923,True,Less oil in preparation,10,0,5,15
19941,True,Add extra butter on naan,10,0,5,15
16802,False,,0,0,5,0
19979,True,No spice at all please | Steam instead of fry | Need extra tissue and cutlery,50,0,5,55
7935,True,Add paneer tikka as extra | Need extra tissue and cutlery,40,0,5,45
16832,True,Make the tikka well done,25,0,5,30
99,False,,0,0,10,0
305,True,Make the tikka well done | Medium spice level,37,0,10,47
16850,True,Make the tikka well done | Add extra butter on naan | Add extra green chilli,45,0,5,50
7941,True,"Separate dal and rice, extra papad, no pickle | Use only mustard oil | Make it extra spicy",55,0,5,60
55,False,,0,0,10,0
7955,False,,0,0,5,0
162,False,,0,0,10,0
16915,False,,0,0,5,0
7959,True,Extra chutney packets please,8,0,5,13
86,False,,0,0,10,0
94,False,,0,0,10,0
144,False,,0,0,10,0
35,True,Charred tandoori finish,15,0,10,25
16924,False,,0,0,5,0
7965,True,Medium spice level,12,0,5,17
390,True,No MSG please | Use only mustard oil,18,0,10,28
7972,False,,0,0,5,0
147,False,,0,0,10,0
16939,False,,0,0,5,0
7981,True,Steam instead of fry,20,0,5,25
16945,False,,0,0,5,0
164,True,Use only mustard oil | Gluten free preparation,30,0,10,40
329,False,,0,0,10,0
544,False,,0,0,10,0
572,False,,0,0,10,0
16958,True,Add extra butter on naan,10,0,5,15
348,True,No spice at all please,20,0,10,30
616,False,,0,0,10,0
8005,False,,0,0,5,0
394,True,Make the tikka well done | Add extra butter on naan,35,0,10,45
212,True,No MSG please | Less oil in preparation,18,0,10,28
16971,True,Extra raita on the side | Sugar free dessert,27,0,5,32
381,True,Add extra green chilli,10,0,10,20
218,False,,0,0,10,0
559,False,,0,0,10,0
8024,True,Need extra tissue and cutlery | Make it extra spicy,25,0,5,30
8030,False,,0,0,5,0
172,True,Use only mustard oil,10,0,10,20
8026,True,Extra cheese on top | Charred tandoori finish | Steam instead of fry,53,0,5,58
8034,False,,0,0,5,0
188,False,,0,0,10,0
17020,False,,0,0,5,0
504,True,Add extra green chilli,10,0,10,20
203,False,,0,0,10,0
220,True,Separate packaging for each item,20,8,10,38
8035,False,,0,0,5,0
274,True,Sugar free dessert,15,0,10,25
17039,False,,0,0,5,0
297,True,Extra chutney packets please | Add extra green chilli,18,8,10,36
17053,True,Pack roti and curry separately,20,0,5,25
690,False,,0,0,10,0
8060,True,Add paneer tikka as extra,30,0,5,35
895,True,"Make everything mild spice, pack sauces separate",54,8,10,72
8065,True,Add extra butter on naan,10,0,5,15
8068,False,,0,0,5,0
8072,False,,0,0,5,0
8073,False,,0,0,5,0
8069,True,Extra chutney packets please,8,0,5,13
8078,True,Use only mustard oil,10,0,5,15
303,False,,0,0,10,0
8083,True,Do not overcook the biryani rice | Add extra green chilli,22,0,5,27
854,True,Make the tikka well done | Gluten free preparation,45,0,10,55
324,False,,0,0,10,0
336,True,Steam instead of fry | Jain preparation no onion no garlic,80,0,10,90
891,False,,0,0,10,0
8097,True,"Make it extra spicy | Steam instead of fry | Separate dal and rice, extra papad, no pickle",65,0,5,70
775,True,Extra chutney packets please,8,8,10,26
17142,True,Less oil in preparation | Steam instead of fry,30,0,5,35
8098,False,,0,0,5,0
17146,False,,0,0,5,0
1011,True,Separate packaging for each item | Sugar free dessert,35,8,10,53
8116,False,,0,0,5,0
8111,True,"Separate dal and rice, extra papad, no pickle | Jain preparation no onion no garlic",90,0,5,95
17163,False,,0,0,5,0
1120,True,Gluten free preparation,20,0,10,30
890,True,Add extra butter on naan | Steam instead of fry,30,0,10,40
17186,False,,0,0,5,0
419,True,Extra chutney packets please | No MSG please | Sugar free dessert,31,8,10,49
8121,True,Double wrap the paratha | Add paneer tikka as extra,45,0,5,50
1140,True,"Extra cheese on top | Make the tikka well done | Make everything mild spice, pack sauces separate",97,8,10,115
1071,True,Extra chutney packets please,8,8,10,26
17205,True,"Separate dal and rice, extra papad, no pickle | Steam instead of fry",50,0,5,55
1010,True,Sugar free dessert,15,0,10,25
8147,False,,0,0,5,0
8151,True,Add extra butter on naan,10,0,5,15
8153,False,,0,0,5,0
1207,True,Charred tandoori finish | Use only mustard oil,25,0,10,35
1143,False,,0,0,10,0
8159,False,,0,0,5,0
469,False,,0,0,10,0
8150,False,,0,0,5,0
428,True,Pack roti and curry separately,20,8,10,38
8160,True,Extra cheese on top | Gluten free preparation,38,0,5,43
8161,True,Gluten free preparation,20,0,5,25
1194,True,Sugar free dessert,15,0,10,25
8155,True,Separate packaging for each item | Steam instead of fry,40,0,5,45
8164,True,Use only mustard oil,10,0,5,15
8166,False,,0,0,5,0
471,False,,0,0,10,0
17262,False,,0,0,5,0
8173,True,Add extra green chilli,10,0,5,15
8175,False,,0,0,5,0
1245,True,Charred tandoori finish | Less oil in preparation,25,0,10,35
17297,False,,0,0,5,0
1101,False,,0,0,10,0
1265,True,Gluten free preparation | Sugar free dessert,35,0,10,45
8176,False,,0,0,5,0
1489,False,,0,0,10,0
536,True,"Separate dal and rice, extra papad, no pickle",30,8,10,48
17326,False,,0,0,5,0
1346,False,,0,0,10,0
1300,True,Charred tandoori finish | Extra cheese on top | Extra chutney packets please,41,8,10,59
1379,True,Steam instead of fry | Add extra green chilli,30,0,10,40
17356,True,Jain preparation no onion no garlic,60,0,5,65
8228,False,,0,0,5,0
1570,True,No spice at all please,20,0,10,30
8220,False,,0,0,5,0
1627,False,,0,0,10,0
17364,True,"Half portion butter chicken, double naan, raita side",27,0,5,32
17369,False,,0,0,5,0
1311,True,Extra cheese on top | Gluten free preparation,38,0,10,48
1648,False,,0,0,10,0
1499,False,,0,0,10,0
1553,True,No spice at all please,20,0,10,30
638,True,Extra cheese on top | Pack roti and curry separately,38,8,10,56
1404,False,,0,0,10,0
550,False,,0,0,10,0
17439,True,No spice at all please | Extra raita on the side,32,0,5,37
1567,False,,0,0,10,0
8260,False,,0,0,5,0
8247,True,Add extra green chilli | No MSG please,18,0,5,23
8261,False,,0,0,5,0
1579,True,"Separate dal and rice, extra papad, no pickle | Charred tandoori finish | Need extra tissue and cutlery",55,8,10,73
8252,False,,0,0,5,0
569,True,Charred tandoori finish | Add paneer tikka as extra,45,0,10,55
709,False,,0,0,10,0
1550,False,,0,0,10,0
8268,True,"Make everything mild spice, pack sauces separate",54,0,5,59
566,True,Sugar free dessert | Extra cheese on top,33,0,10,43
17470,True,No spice at all please | Add paneer tikka as extra,50,0,5,55
1517,True,"Make everything mild spice, pack sauces separate",54,8,10,72
1611,False,,0,0,10,0
1859,True,Add extra butter on naan | Charred tandoori finish | No spice at all please,45,0,10,55
718,True,Double wrap the paratha,15,0,10,25
1343,False,,0,0,10,0
8287,False,,0,0,5,0
17528,True,"Half portion butter chicken, double naan, raita side",27,0,5,32
1870,False,,0,0,10,0
8310,False,,0,0,5,0
8303,False,,0,0,5,0
