order_id,arrival_time,weather,traffic_index,rider_density,cart_items,structural_time_sec,customization_delta_sec,prep_complete_time,rider_arrival_time,dwell_time_sec,inferred_true_prep_time_sec
5161,0,Clear,0.5,Medium,3,765666,32,765698,765995.94,297.94,765698
12251,0,Clear,0.35,Medium,1,765853,35,765888,766099.25,211.25,765888
5246,0,Heatwave,0.6,Medium,3,765990,0,765990,766369.4,379.4,765990
11465,0,Rain,0.76,Low,2,766074,0,766074,766564.77,490.77,766074
8441,0,Clear,0.69,Medium,2,766098,29,766127,766542.4,415.4,766127
12260,0,Heatwave,0.9,Medium,1,766221,0,766221,766782.3,561.3,766221
5334,0,Clear,0.66,Low,3,766236,0,766236,766632.62,396.62,766236
12263,0,Clear,0.61,High,1,766278,0,766278,766642.86,364.86,766278
12246,0,Rain,0.65,Low,1,766330,0,766330,766757.01,427.01,766330
4426,0,Clear,0.65,High,2,766421,28,766449,766840.42,391.42,766449
12267,0,Fog,0.64,High,1,766454,59,766513,766940.64,427.64,766513
11481,0,Rain,0.3,Medium,2,766516,59,766575,766792.04,217.04,766575
4437,0,Smog,0.83,Medium,2,766767,26,766793,767304.38,511.38,766793
12266,0,Clear,0.35,Medium,1,767049,16,767065,767275.8,210.8,767065
2293,0,Clear,0.86,Low,3,767069,0,767069,767584.48,515.48,767069
9006,0,Fog,0.36,Low,2,767072,0,767072,767331.15,259.15,767072
8468,0,Clear,0.87,Low,2,767089,0,767089,767611.83,522.83,767089
12287,0,Fog,0.6,Medium,1,767079,35,767114,767517.87,403.87,767114
17953,0,Heatwave,0.54,Medium,2,767415,0,767415,767762.57,347.57,767415
18951,0,Clear,0.78,High,2,767420,0,767420,767885.99,465.99,767420
8475,0,Rain,0.84,High,2,767447,0,767447,767988.54,541.54,767447
18998,0,Clear,0.69,High,2,767394,65,767459,767873.44,414.44,767459
12295,0,Smog,0.57,Medium,1,767462,0,767462,767816.28,354.28,767462
11503,0,Clear,0.58,High,2,767604,0,767604,767952.86,348.86,767604
2938,0,Heatwave,0.92,High,3,767597,18,767615,768189.89,574.89,767615
2704,0,Smog,0.46,High,3,767800,0,767800,768091.89,291.89,767800
2875,0,Fog,0.48,High,3,768125,37,768162,768494.15,332.15,768162
19008,0,Fog,0.95,Medium,2,768131,58,768189,768801.58,612.58,768189
8483,0,Heatwave,0.45,Medium,2,768231,49,768280,768571.7,291.7,768280
9664,0,Clear,0.9,Medium,2,768328,0,768328,768868.66,540.66,768328
12316,0,Smog,0.64,High,1,768336,0,768336,768733.87,397.87,768336
12298,0,Fog,0.65,High,1,768342,0,768342,768778.18,436.18,768342
12318,0,Clear,0.59,High,1,768468,0,768468,768823.86,355.86,768468
9024,0,Clear,0.92,Low,2,768473,0,768473,769022.59,549.59,768473
8502,0,Smog,0.84,High,2,768563,0,768563,769080.45,517.45,768563
12314,0,Clear,0.62,Medium,1,768576,16,768592,768963.1,371.1,768592
5770,0,Smog,0.7,High,3,768606,65,768671,769105.51,434.51,768671
11559,0,Clear,0.52,High,2,768783,0,768783,769092.16,309.16,768783
12321,0,Clear,0.37,Medium,1,768883,31,768914,769137.46,223.46,768914
8498,0,Rain,0.79,High,2,768991,0,768991,769498.65,507.65,768991
5945,0,Fog,0.9,Medium,3,769075,0,769075,769660.5,585.5,769075
2268,0,Fog,0.45,Low,3,769175,67,769242,769557.24,315.24,769242
2303,0,Rain,0.97,Medium,3,769507,0,769507,770124.8,617.8,769507
8520,0,Clear,0.34,High,2,769568,12,769580,769786.57,206.57,769580
9107,0,Smog,0.63,Low,2,770058,0,770058,770449.93,391.93,770058
12341,0,Smog,0.74,High,1,770024,35,770059,770517.4,458.4,770059
19205,0,Clear,0.34,High,2,770022,38,770060,770261.53,201.53,770060
11594,0,Clear,0.93,High,2,770261,0,770261,770818.66,557.66,770261
3032,0,Clear,0.47,Low,3,770352,10,770362,770643.05,281.05,770362
18042,0,Clear,0.84,Medium,2,770511,29,770540,771045.28,505.28,770540
6261,0,Clear,0.41,High,3,770553,60,770613,770858.51,245.51,770613
5030,0,Heatwave,0.95,High,3,770631,0,770631,771221.22,590.22,770631
12352,0,Clear,0.48,High,1,770640,32,770672,770957.46,285.46,770672
12355,0,Smog,0.71,Medium,1,770802,0,770802,771243.05,441.05,770802
9110,0,Smog,0.58,High,2,770789,36,770825,771186.82,361.82,770825
11667,0,Heatwave,0.52,Medium,2,771056,61,771117,771450.41,333.41,771117
8572,0,Smog,0.32,Medium,2,771298,0,771298,771504.41,206.41,771298
2368,0,Smog,0.99,High,3,771343,0,771343,771949.61,606.61,771343
12353,0,Heatwave,0.34,Medium,1,771349,0,771349,771573.15,224.15,771349
9761,0,Smog,0.83,High,2,771318,60,771378,771890.35,512.35,771378
8569,0,Heatwave,0.59,Medium,2,771735,0,771735,772112.15,377.15,771735
12363,0,Heatwave,0.92,Medium,1,771964,0,771964,772535.21,571.21,771964
6197,0,Smog,0.38,High,3,772045,0,772045,772290.29,245.29,772045
2385,0,Clear,0.76,High,3,772049,0,772049,772504.69,455.69,772049
4572,0,Heatwave,0.39,Medium,2,772107,51,772158,772410.4,252.4,772158
3241,0,Clear,0.5,High,3,772176,0,772176,772476.82,300.82,772176
6488,0,Clear,0.96,High,3,772438,0,772438,773013.05,575.05,772438
8579,0,Clear,0.71,High,2,772449,58,772507,772935.25,428.25,772507
8596,0,Smog,0.5,Low,2,772837,0,772837,773149.2,312.2,772837
9160,0,Heatwave,0.91,Medium,2,772895,57,772952,773517.58,565.58,772952
18191,0,Clear,0.55,Low,2,773083,13,773096,773426.05,330.05,773096
9164,0,Heatwave,0.5,High,2,773105,0,773105,773424.55,319.55,773105
6592,0,Clear,0.98,High,3,773400,0,773400,773987.41,587.41,773400
18196,0,Heatwave,0.68,Low,2,773424,22,773446,773875.44,429.44,773446
6413,0,Rain,0.92,High,3,773501,50,773551,774137.66,586.66,773551
2806,0,Smog,0.44,High,3,773641,0,773641,773919.52,278.52,773641
8621,0,Heatwave,0.89,Low,2,773756,0,773756,774309.95,553.95,773756
6715,0,Clear,0.64,High,3,773767,38,773805,774187.97,382.97,773805
18228,0,Clear,0.45,Medium,2,773944,0,773944,774216.2,272.2,773944
9177,0,Smog,0.71,Medium,2,773910,52,773962,774403.93,441.93,773962
11698,0,Fog,0.31,High,2,773943,32,773975,774203.75,228.75,773975
2496,0,Clear,0.93,Low,3,774167,0,774167,774722.46,555.46,774167
2458,0,Smog,0.68,Low,3,774154,36,774190,774611.8,421.8,774190
18254,0,Clear,0.5,High,2,774332,19,774351,774652.4,301.4,774351
2498,0,Smog,0.9,Medium,3,774625,13,774638,775194.82,556.82,774638
19435,0,Smog,0.69,Medium,2,774858,40,774898,775327.61,429.61,774898
12390,0,Clear,0.73,High,1,774934,0,774934,775372.67,438.67,774934
4643,0,Clear,0.84,High,2,774935,0,774935,775437.48,502.48,774935
8647,0,Heatwave,0.58,Medium,2,774956,0,774956,775327.5,371.5,774956
9217,0,Rain,0.47,Medium,2,775035,0,775035,775355.5,320.5,775035
2533,0,Heatwave,0.36,Low,3,775167,49,775216,775450.56,234.56,775216
19468,0,Heatwave,0.54,Medium,2,775278,0,775278,775622.92,344.92,775278
1416,0,Clear,0.59,Low,3,775292,0,775292,775647.82,355.82,775292
8655,0,Heatwave,0.52,High,2,775357,0,775357,775691.18,334.18,775357
11933,0,Rain,0.79,Medium,2,775632,0,775632,776140.73,508.73,775632
3805,0,Fog,0.52,Medium,3,775722,21,775743,776100.48,357.48,775743
12412,0,Clear,0.95,Low,1,775962,60,776022,776590.44,568.44,776022
12419,0,Smog,0.71,Low,1,776035,0,776035,776476.07,441.07,776035
9268,0,Clear,0.33,High,2,776174,0,776174,776374.0,200.0,776174
3808,0,Clear,0.68,Low,3,776131,68,776199,776605.59,406.59,776199
9990,0,Fog,0.41,Medium,2,776399,29,776428,776719.75,291.75,776428
19567,0,Heatwave,0.47,Medium,2,776593,0,776593,776898.36,305.36,776593
7078,0,Heatwave,0.75,Low,3,776582,37,776619,777091.86,472.86,776619
4093,0,Fog,0.57,Low,3,776670,0,776670,777054.93,384.93,776670
3225,0,Heatwave,0.71,Medium,3,777077,31,777108,777552.67,444.67,777108
12428,0,Smog,0.41,Medium,1,777172,26,777198,777462.0,264.0,777198
9273,0,Fog,0.84,High,2,777206,0,777206,777752.62,546.62,777206
8712,0,Clear,0.67,High,2,777222,15,777237,777638.1,401.1,777237
5759,0,Clear,0.55,Low,3,777261,0,777261,777592.88,331.88,777261
12441,0,Clear,0.44,Medium,1,777309,0,777309,777570.55,261.55,777309
18457,0,Clear,0.72,High,2,777801,0,777801,778234.03,433.03,777801
10079,0,Heatwave,0.66,High,2,777837,0,777837,778256.68,419.68,777837
2775,0,Smog,0.66,High,3,777931,42,777973,778385.28,412.28,777973
1512,0,Smog,0.53,Medium,3,777998,0,777998,778332.54,334.54,777998
19735,0,Clear,0.69,Low,2,778269,0,778269,778680.73,411.73,778269
12448,0,Rain,0.94,Low,1,778327,0,778327,778925.03,598.03,778327
12442,0,Clear,0.31,High,1,778495,0,778495,778678.7,183.7,778495
9344,0,Clear,0.55,High,2,778762,11,778773,779101.23,328.23,778773
12455,0,Clear,0.65,High,1,779164,0,779164,779556.54,392.54,779164
9360,0,Clear,0.91,Medium,2,779222,0,779222,779768.76,546.76,779222
4770,0,Heatwave,0.73,Medium,2,779193,63,779256,779713.09,457.09,779256
12140,0,Smog,0.36,Medium,2,779468,0,779468,779700.53,232.53,779468
12456,0,Heatwave,0.62,Medium,1,779521,0,779521,779915.0,394.0,779521
3488,0,Smog,0.58,Low,3,779571,0,779571,779933.68,362.68,779571
4804,0,Smog,0.71,High,2,779771,41,779812,780250.6,438.6,779812
12465,0,Rain,0.31,Low,1,779999,0,779999,780223.71,224.71,779999
12461,0,Clear,0.87,Low,1,780028,0,780028,780547.12,519.12,780028
12213,0,Clear,0.72,Low,2,780029,33,780062,780493.42,431.42,780062
1701,0,Clear,0.64,Medium,3,780071,0,780071,780457.23,386.23,780071
9361,0,Fog,0.84,High,2,780085,0,780085,780635.21,550.21,780085
12467,0,Smog,0.44,Medium,1,780228,0,780228,780507.51,279.51,780228
1679,0,Clear,0.92,High,3,780262,33,780295,780844.01,549.01,780295
19816,0,Clear,0.57,Medium,2,780361,45,780406,780745.67,339.67,780406
4551,0,Heatwave,0.87,High,3,780607,46,780653,781196.65,543.65,780653
7841,0,Smog,0.31,Low,3,780693,0,780693,780894.87,201.87,780693
1749,0,Clear,0.51,High,3,780747,0,780747,781055.58,308.58,780747
12472,0,Heatwave,0.77,High,1,780757,0,780757,781238.15,481.15,780757
12479,0,Fog,0.94,High,1,781069,0,781069,781679.29,610.29,781069
12275,0,Smog,0.91,Low,2,781175,13,781188,781751.92,563.92,781188
4861,0,Heatwave,1.0,Low,2,781241,25,781266,781884.01,618.01,781266
4683,0,Clear,0.56,Low,3,781244,29,781273,781607.12,334.12,781273
12488,0,Smog,0.85,Low,1,781254,44,781298,781825.87,527.87,781298
7939,0,Smog,0.61,Low,3,781397,20,781417,781798.44,381.44,781417
6430,0,Heatwave,0.49,Medium,3,781608,0,781608,781924.45,316.45,781608
12493,0,Heatwave,0.82,Low,1,781627,0,781627,782142.59,515.59,781627
18684,0,Heatwave,0.93,Medium,2,781643,0,781643,782219.84,576.84,781643
8861,0,Clear,0.34,High,2,781752,0,781752,781957.43,205.43,781752
12497,0,Clear,0.43,High,1,781935,0,781935,782195.42,260.42,781935
6537,0,Clear,0.6,Medium,3,781980,58,782038,782398.8,360.8,782038
12499,0,Clear,0.44,Medium,1,782053,0,782053,782314.39,261.39,782053
18686,0,Heatwave,0.41,High,2,782195,0,782195,782464.19,269.19,782195
8383,0,Heatwave,0.97,Medium,3,782578,49,782627,783230.4,603.4,782627
8891,0,Smog,0.71,Low,2,782653,0,782653,783096.59,443.59,782653
1906,0,Smog,0.33,Low,3,782690,22,782712,782925.67,213.67,782712
1926,0,Clear,0.96,High,3,782710,11,782721,783298.89,577.89,782721
4888,0,Rain,0.75,High,2,782714,41,782755,783243.57,488.57,782755
8251,0,Fog,0.54,Medium,3,782868,0,782868,783238.17,370.17,782868
12371,0,Clear,0.7,High,2,783130,26,783156,783578.36,422.36,783156
8629,0,Clear,0.3,Medium,3,783580,40,783620,783801.16,181.16,783620
18748,0,Clear,0.85,High,2,783724,35,783759,784269.06,510.06,783759
12527,0,Clear,0.42,Medium,1,783775,31,783806,784059.74,253.74,783806
12502,0,Clear,0.88,Low,2,783984,0,783984,784514.61,530.61,783984
12523,0,Rain,0.67,Medium,1,784115,0,784115,784551.46,436.46,784115
6853,0,Clear,0.47,Medium,3,784184,0,784184,784467.82,283.82,784184
9569,0,Smog,0.85,Low,2,784521,0,784521,785045.78,524.78,784521
12532,0,Clear,0.59,Medium,1,784686,34,784720,785072.99,352.99,784720
10477,0,Heatwave,0.98,Low,2,784718,51,784769,785379.03,610.03,784769
12538,0,Clear,0.97,Medium,1,784781,27,784808,785391.99,583.99,784808
8956,0,Heatwave,0.66,Low,2,784889,33,784922,785338.27,416.27,784922
9573,0,Heatwave,0.54,Medium,2,784962,68,785030,785377.5,347.5,785030
12574,0,Smog,0.42,Medium,2,785054,41,785095,785359.53,264.53,785095
12549,0,Heatwave,0.34,High,1,785104,0,785104,785327.66,223.66,785104
18827,0,Clear,0.92,High,2,785130,0,785130,785680.65,550.65,785130
12550,0,Rain,0.94,High,2,785308,0,785308,785910.44,602.44,785308
8983,0,Clear,0.99,Low,2,785325,46,785371,785963.7,592.7,785371
6947,0,Clear,0.77,Medium,3,785342,42,785384,785843.36,459.36,785384
12554,0,Clear,0.97,High,1,785360,37,785397,785977.0,580.0,785397
5416,0,Clear,0.51,High,3,785457,0,785457,785761.4,304.4,785457
10594,0,Clear,0.91,Low,2,785465,0,785465,786010.45,545.45,785465
8693,0,Fog,0.65,High,3,785438,51,785489,785925.57,436.57,785489
12547,0,Heatwave,0.81,Medium,1,785553,0,785553,786060.39,507.39,785553
8781,0,Clear,0.63,High,3,785623,0,785623,785998.71,375.71,785623
12623,0,Clear,0.68,Medium,2,785680,42,785722,786127.97,405.97,785722
5542,0,Clear,0.96,High,3,785764,55,785819,786392.34,573.34,785819
8932,0,Rain,0.82,High,3,785888,0,785888,786418.69,530.69,785888
670,0,Fog,0.63,Medium,3,785948,0,785948,786371.35,423.35,785948
12563,0,Clear,0.61,Medium,1,785984,0,785984,786347.05,363.05,785984
12604,0,Clear,0.67,Medium,2,786272,0,786272,786672.98,400.98,786272
5531,0,Clear,0.49,Medium,3,786255,19,786274,786568.65,294.65,786274
3365,0,Clear,0.42,Low,3,786293,39,786332,786584.62,252.62,786332
12625,0,Clear,0.36,Low,2,786585,0,786585,786799.6,214.6,786585
12565,0,Heatwave,0.81,Low,1,786762,0,786762,787267.13,505.13,786762
12575,0,Heatwave,0.74,Medium,1,787008,0,787008,787472.18,464.18,787008
9659,0,Clear,0.48,High,2,787223,0,787223,787512.8,289.8,787223
806,0,Rain,0.41,High,3,787250,0,787250,787530.94,280.94,787250
9031,0,Clear,0.61,Low,2,787351,32,787383,787748.94,365.94,787383
5029,0,Rain,0.97,High,2,787558,49,787607,788222.69,615.69,787607
9371,0,Clear,0.94,Medium,3,787588,61,787649,788215.28,566.28,787649
2214,0,Clear,0.68,High,3,787794,11,787805,788212.24,407.24,787805
5747,0,Clear,0.56,Medium,3,787818,0,787818,788156.49,338.49,787818
12813,0,Smog,0.74,Medium,2,787866,0,787866,788323.93,457.93,787866
1329,0,Rain,0.45,Medium,3,788078,0,788078,788383.67,305.67,788078
5036,0,Fog,0.98,Medium,2,788197,0,788197,788829.62,632.62,788197
436,0,Clear,0.31,High,3,788186,49,788235,788419.72,184.72,788235
9535,0,Clear,0.72,Low,3,788472,0,788472,788905.68,433.68,788472
9714,0,Rain,0.74,High,2,788484,0,788484,788963.34,479.34,788484
9061,0,Clear,0.87,Medium,2,788506,0,788506,789027.03,521.03,788506
12601,0,Smog,0.32,Medium,1,788538,0,788538,788746.4,208.4,788538
5047,0,Smog,0.88,Medium,2,788575,19,788594,789136.96,542.96,788594
9066,0,Clear,0.47,Low,2,788736,68,788804,789085.73,281.73,788804
12589,0,Fog,0.59,Low,1,788794,14,788808,789208.06,400.06,788808
497,0,Clear,0.94,Medium,3,788815,50,788865,789431.55,566.55,788865
5898,0,Heatwave,0.9,Low,3,789099,0,789099,789661.6,562.6,789099
9735,0,Fog,0.35,High,3,789206,0,789206,789459.22,253.22,789206
9590,0,Rain,0.71,Low,3,789200,42,789242,789704.6,462.6,789242
9739,0,Clear,0.59,Medium,2,789581,0,789581,789933.85,352.85,789581
12885,0,Fog,0.9,Medium,2,789778,0,789778,790363.36,585.36,789778
12628,0,Fog,0.75,Low,1,789966,0,789966,790458.05,492.05,789966
19221,0,Clear,0.59,Medium,2,790015,0,790015,790370.11,355.11,790015
9877,0,Fog,0.99,Low,3,790047,0,790047,790687.94,640.94,790047
12629,0,Rain,0.76,Medium,1,790186,0,790186,790677.37,491.37,790186
9091,0,Clear,0.77,Low,2,790182,46,790228,790691.07,463.07,790228
1617,0,Clear,0.43,Medium,3,790291,21,790312,790570.58,258.58,790312
2357,0,Clear,0.68,Low,3,790554,0,790554,790964.31,410.31,790554
9979,0,Heatwave,0.39,Medium,3,790616,33,790649,790905.69,256.69,790649
5097,0,Fog,0.84,High,2,790658,0,790658,791207.25,549.25,790658
12921,0,Heatwave,0.51,Medium,2,790804,0,790804,791131.58,327.58,790804
3850,0,Heatwave,0.52,High,3,790885,10,790895,791225.29,330.29,790895
12639,0,Clear,0.82,Medium,1,791034,65,791099,791588.09,489.09,791099
6107,0,Clear,0.4,Medium,3,791124,48,791172,791409.06,237.06,791172
663,0,Clear,0.93,High,3,791171,59,791230,791788.38,558.38,791230
5150,0,Heatwave,0.61,Low,2,791307,0,791307,791695.68,388.68,791307
10068,0,Clear,0.44,High,3,791390,43,791433,791694.68,261.68,791433
3823,0,Clear,0.72,Medium,3,791478,14,791492,791922.24,430.24,791492
12660,0,Clear,0.59,Medium,1,791845,0,791845,792200.82,355.82,791845
9828,0,Heatwave,0.95,High,2,791825,63,791888,792479.59,591.59,791888
2402,0,Clear,0.97,Medium,3,791908,0,791908,792487.96,579.96,791908
9835,0,Rain,0.62,High,2,792137,38,792175,792583.43,408.43,792175
13057,0,Fog,0.45,Low,2,792235,0,792235,792551.63,316.63,792235
5175,0,Smog,0.75,Medium,2,792258,0,792258,792720.84,462.84,792258
8282,0,Smog,0.64,Low,3,792378,29,792407,792803.94,396.94,792407
2430,0,Heatwave,0.4,High,3,792490,0,792490,792752.49,262.49,792490
712,0,Clear,0.91,High,3,792537,0,792537,793080.18,543.18,792537
1899,0,Smog,1.0,Low,3,792853,0,792853,793465.22,612.22,792853
12667,0,Rain,0.88,High,1,792833,58,792891,793452.09,561.09,792891
12666,0,Clear,0.81,High,1,792947,29,792976,793462.65,486.65,792976
12668,0,Clear,0.77,High,1,793103,0,793103,793563.81,460.81,793103
3921,0,Heatwave,0.91,High,3,793195,0,793195,793762.78,567.78,793195
13095,0,Clear,0.58,High,2,793229,26,793255,793602.77,347.77,793255
9872,0,Clear,0.98,High,2,793240,61,793301,793888.6,587.6,793301
9194,0,Smog,0.32,Low,2,793398,0,793398,793607.88,209.88,793398
2011,0,Heatwave,0.5,High,3,793416,0,793416,793735.47,319.47,793416
12675,0,Rain,0.99,High,1,793445,38,793483,794110.75,627.75,793483
8393,0,Clear,0.65,Medium,3,793427,65,793492,793882.97,390.97,793492
13048,0,Heatwave,0.89,Medium,2,793677,43,793720,794272.22,552.22,793720
9904,0,Rain,0.76,High,2,794039,0,794039,794532.51,493.51,794039
9212,0,Clear,0.68,Medium,2,794119,55,794174,794584.04,410.04,794174
12692,0,Heatwave,0.84,High,1,794271,0,794271,794795.47,524.47,794271
5209,0,Clear,0.87,Low,2,794278,0,794278,794800.7,522.7,794278
2170,0,Smog,0.53,High,3,794296,24,794320,794650.49,330.49,794320
13160,0,Clear,0.61,High,2,794555,60,794615,794981.68,366.68,794615
1803,0,Clear,0.54,High,3,794783,0,794783,795105.28,322.28,794783
863,0,Heatwave,0.74,Low,3,794858,64,794922,795388.8,466.8,794922
2183,0,Heatwave,0.94,Medium,3,794988,0,794988,795571.68,583.68,794988
12707,0,Clear,0.93,Low,1,795002,0,795002,795562.75,560.75,795002
11150,0,Rain,0.32,Medium,2,795104,0,795104,795334.88,230.88,795104
9956,0,Smog,0.59,High,2,795143,47,795190,795560.88,370.88,795190
12709,0,Smog,0.35,High,1,795379,53,795432,795656.68,224.68,795432
5589,0,Rain,0.71,Medium,3,795424,10,795434,795894.79,460.79,795434
9985,0,Clear,0.41,High,2,795580,0,795580,795826.36,246.36,795580
12705,0,Smog,0.93,Medium,1,795646,0,795646,796219.74,573.74,795646
9263,0,Clear,0.38,Low,2,795596,52,795648,795878.62,230.62,795648
12713,0,Clear,0.75,High,1,795773,0,795773,796224.29,451.29,795773
9023,0,Rain,0.57,Medium,3,795865,21,795886,796263.61,377.61,795886
4288,0,Clear,0.6,Medium,3,795867,27,795894,796253.86,359.86,795894
7116,0,Clear,0.71,High,3,796036,45,796081,796508.81,427.81,796081
962,0,Clear,0.44,Low,3,796165,0,796165,796427.11,262.11,796165
12718,0,Clear,0.48,Medium,1,796203,65,796268,796556.84,288.84,796268
5808,0,Clear,0.74,High,3,796409,0,796409,796851.65,442.65,796409
12721,0,Clear,0.76,High,1,796378,56,796434,796892.64,458.64,796434
11164,0,Clear,0.52,Low,3,796436,58,796494,796806.44,312.44,796494
11215,0,Clear,0.6,Medium,2,796543,52,796595,796955.86,360.86,796595
12733,0,Clear,0.63,High,1,796622,0,796622,796999.92,377.92,796622
19664,0,Clear,0.42,Medium,2,796609,66,796675,796924.15,249.15,796675
4313,0,Heatwave,0.78,Low,3,796785,0,796785,797274.25,489.25,796785
5281,0,Clear,0.97,Medium,2,796896,0,796896,797476.46,580.46,796896
13260,0,Smog,0.64,Medium,2,796944,0,796944,797344.79,400.79,796944
12719,0,Heatwave,0.49,Low,1,796960,0,796960,797275.49,315.49,796960
2064,0,Heatwave,0.31,High,3,797058,0,797058,797263.03,205.03,797058
11034,0,Clear,0.44,Medium,3,797176,40,797216,797480.99,264.99,797216
11226,0,Clear,0.59,Medium,2,797165,52,797217,797569.75,352.75,797217
9359,0,Clear,0.55,Medium,2,797498,40,797538,797869.49,331.49,797538
12749,0,Fog,0.5,Medium,1,797560,0,797560,797905.88,345.88,797560
2862,0,Clear,0.7,Low,3,797672,0,797672,798091.49,419.49,797672
13364,0,Fog,0.56,High,2,797609,68,797677,798055.93,378.93,797677
11243,0,Heatwave,0.84,Low,3,797746,32,797778,798303.4,525.4,797778
12750,0,Clear,0.86,Low,1,797906,0,797906,798422.63,516.63,797906
2666,0,Heatwave,0.43,Low,3,798017,0,798017,798294.01,277.01,798017
12744,0,Rain,0.6,High,1,798137,0,798137,798533.7,396.7,798137
10056,0,Clear,1.0,Medium,2,798303,0,798303,798900.06,597.06,798303
13387,0,Clear,0.41,High,2,798303,0,798303,798546.4,243.4,798303
11475,0,Heatwave,0.6,High,3,798644,44,798688,799070.33,382.33,798688
13388,0,Rain,0.98,Low,2,798834,52,798886,799508.3,622.3,798886
12753,0,Smog,0.8,Low,1,798893,0,798893,799387.44,494.44,798893
11385,0,Smog,0.55,Medium,2,799094,0,799094,799436.1,342.1,799094
5345,0,Heatwave,0.81,High,2,799112,0,799112,799618.18,506.18,799112
12757,0,Fog,0.97,High,1,799109,56,799165,799792.19,627.19,799165
11617,0,Smog,0.89,Low,3,799140,57,799197,799746.99,549.99,799197
3047,0,Smog,0.88,High,3,799246,0,799246,799788.28,542.28,799246
5351,0,Smog,0.68,Medium,2,799372,34,799406,799828.71,422.71,799406
12768,0,Rain,0.4,Medium,1,799454,11,799465,799739.56,274.56,799465
11643,0,Clear,0.93,High,3,799449,46,799495,800055.28,560.28,799495
7951,0,Clear,0.73,Medium,3,799716,0,799716,800154.76,438.76,799716
13518,0,Smog,0.65,High,2,799844,68,799912,800316.01,404.01,799912
6315,0,Smog,0.96,Medium,3,799899,41,799940,800529.56,589.56,799940
10132,0,Clear,0.58,Medium,2,799990,0,799990,800336.86,346.86,799990
5389,0,Clear,0.97,High,2,800266,14,800280,800860.05,580.05,800280
11752,0,Clear,0.36,High,3,800316,0,800316,800531.15,215.15,800316
7948,0,Clear,0.57,Low,3,800291,37,800328,800670.9,342.9,800328
8023,0,Heatwave,0.71,High,3,800394,0,800394,800838.28,444.28,800394
12786,0,Clear,0.38,High,1,800348,58,800406,800634.05,228.05,800406
9910,0,Rain,0.56,High,3,800580,58,800638,801012.64,374.64,800638
12805,0,Clear,0.67,Medium,1,800747,0,800747,801149.77,402.77,800747
13584,0,Clear,0.54,Low,2,800768,0,800768,801090.55,322.55,800768
12003,0,Clear,0.54,High,3,800889,21,800910,801232.85,322.85,800910
8113,0,Smog,0.63,Medium,3,801181,42,801223,801617.92,394.92,801223
3304,0,Clear,0.66,High,3,801210,35,801245,801640.81,395.81,801245
19959,0,Clear,0.39,High,2,801267,0,801267,801501.44,234.44,801267
13630,0,Smog,0.45,Medium,2,801437,0,801437,801723.64,286.64,801437
11978,0,Clear,0.72,Low,3,801613,32,801645,802076.8,431.8,801645
9442,0,Smog,0.52,High,2,801698,31,801729,802053.87,324.87,801729
9457,0,Clear,0.87,High,2,801750,62,801812,802333.45,521.45,801812
12044,0,Heatwave,0.93,Low,3,801831,0,801831,802409.07,578.07,801831
12809,0,Fog,0.35,High,1,801773,59,801832,802085.47,253.47,801832
4742,0,Rain,0.61,High,3,801861,34,801895,802299.33,404.33,801895
5451,0,Heatwave,0.81,Medium,2,801887,58,801945,802450.09,505.09,801945
9460,0,Clear,0.8,High,2,802065,0,802065,802545.77,480.77,802065
9473,0,Rain,0.55,High,2,802080,0,802080,802447.48,367.48,802080
8485,0,Fog,0.7,Medium,3,802546,0,802546,803012.93,466.93,802546
8582,0,Fog,0.53,High,3,802535,54,802589,802954.69,365.69,802589
10161,0,Fog,0.77,Low,3,802590,22,802612,803120.86,508.86,802612
3526,0,Clear,0.98,Low,3,802836,29,802865,803450.83,585.83,802865
13741,0,Smog,0.92,Low,2,803011,64,803075,803644.54,569.54,803075
156,0,Smog,0.36,High,3,803046,32,803078,803307.23,229.23,803078
12835,0,Heatwave,0.48,Medium,1,803050,49,803099,803406.16,307.16,803099
12828,0,Rain,0.73,High,1,803222,49,803271,803742.42,471.42,803271
13750,0,Smog,0.86,High,2,803446,33,803479,804009.06,530.06,803479
3229,0,Smog,0.7,Low,3,803605,0,803605,804037.04,432.04,803605
12227,0,Clear,0.71,Medium,3,803595,47,803642,804067.25,425.25,803642
9549,0,Clear,0.44,High,2,803739,40,803779,804045.76,266.76,803779
10288,0,Clear,0.74,High,2,803850,0,803850,804295.8,445.8,803850
10311,0,Heatwave,0.52,High,2,804077,0,804077,804408.65,331.65,804077
13831,0,Clear,0.91,Medium,2,804204,20,804224,804771.59,547.59,804224
11757,0,Rain,0.86,High,2,804316,65,804381,804933.2,552.2,804381
12857,0,Heatwave,0.9,Medium,1,804412,57,804469,805031.23,562.23,804469
12854,0,Smog,0.49,High,1,804725,0,804725,805033.1,308.1,804725
8812,0,Clear,0.67,High,3,804827,0,804827,805231.43,404.43,804827
13874,0,Rain,0.88,Medium,2,804961,0,804961,805523.0,562.0,804961
10532,0,Smog,0.62,Low,3,804994,0,804994,805380.58,386.58,804994
12858,0,Clear,0.73,Medium,1,805107,47,805154,805594.56,440.56,805154
523,0,Heatwave,0.46,High,3,805244,54,805298,805593.34,295.34,805298
11903,0,Smog,0.34,Medium,2,805351,41,805392,805609.45,217.45,805392
731,0,Clear,0.79,Low,3,805605,63,805668,806143.95,475.95,805668
