order_id,weather,traffic_index,rider_density,zone,hour_of_day,weather_friction,traffic_friction,rider_density_friction,zone_congestion,hour_friction,ambient_friction_multiplier
5201,Smog,0.44,Low,Faridabad,18,1.0669,1.044,1.12,1.04,1.1,1.4605
13075,Clear,0.69,High,Dwarka,21,1.0447,1.107,0.95,1.05,1.2,1.3756
11113,Fog,0.87,High,Faridabad,10,1.0807,1.182,0.95,1.04,1.06,1.3052
11117,Clear,0.62,Medium,Rohini,21,1.0292,1.086,1.0,1.06,1.2,1.4637
5197,Fog,0.76,Medium,Gurgaon CyberHub,23,1.0642,1.128,1.0,1.15,1.05,1.5043
13094,Clear,0.83,High,Connaught Place,8,0.9849,1.158,0.95,1.2,1.04,1.3289
13172,Clear,0.9,Low,Lajpat Nagar,12,1.0085,1.2,1.12,1.18,1.15,1.836
5215,Heatwave,0.66,Low,Saket,0,1.1149,1.098,1.12,1.08,1.02,1.5539
5213,Clear,0.52,High,Connaught Place,18,1.0229,1.056,0.95,1.2,1.1,1.3731
13118,Clear,0.5,High,Dwarka,20,1.0128,1.05,0.95,1.05,1.22,1.2601
13155,Clear,0.47,Medium,Noida Sector 18,12,1.0029,1.047,1.0,1.1,1.15,1.3449
11160,Heatwave,0.48,Medium,Gurgaon CyberHub,1,1.0675,1.048,1.0,1.15,1.01,1.3075
11157,Smog,0.78,Low,Saket,8,1.1078,1.134,1.12,1.08,1.04,1.6072
13232,Fog,0.99,High,Connaught Place,2,1.095,1.254,0.95,1.2,1.0,1.5731
13157,Heatwave,0.53,High,Lajpat Nagar,20,1.0912,1.059,0.95,1.18,1.22,1.5681
11163,Clear,0.51,High,Noida Sector 18,19,0.9739,1.053,0.95,1.1,1.18,1.2764
5244,Rain,0.81,High,Rohini,21,1.1981,1.146,0.95,1.06,1.2,1.5736
13178,Rain,0.91,High,Rohini,22,1.3109,1.206,0.95,1.06,1.1,1.7258
11170,Clear,0.38,Low,Dwarka,17,1.0426,1.038,1.12,1.05,1.06,1.303
13174,Heatwave,0.55,Low,Connaught Place,19,1.1121,1.065,1.12,1.2,1.18,1.8453
13195,Smog,0.73,High,Gurgaon CyberHub,18,1.0714,1.119,0.95,1.15,1.1,1.4164
5251,Heatwave,0.58,High,Noida Sector 18,12,1.1059,1.074,0.95,1.1,1.15,1.453
5270,Heatwave,0.94,Medium,Connaught Place,12,1.0791,1.224,1.0,1.2,1.15,1.7971
13290,Fog,0.47,Medium,Saket,10,1.0737,1.047,1.0,1.08,1.06,1.2692
5269,Smog,0.51,Medium,Gurgaon CyberHub,12,1.1204,1.053,1.0,1.15,1.15,1.5572
5277,Clear,0.92,High,Faridabad,14,0.9751,1.212,0.95,1.04,1.12,1.2764
5274,Fog,0.42,Medium,Lajpat Nagar,20,1.1341,1.042,1.0,1.18,1.22,1.7392
11218,Clear,0.9,High,Rohini,15,0.9923,1.2,0.95,1.06,1.05,1.2484
5280,Smog,0.46,High,Saket,7,1.1879,1.046,0.95,1.08,1.02,1.2897
13315,Heatwave,0.56,Low,Rohini,18,0.9964,1.068,1.12,1.06,1.1,1.3888
13263,Clear,0.72,Low,Dwarka,19,1.026,1.116,1.12,1.05,1.18,1.5793
13317,Clear,0.75,High,Connaught Place,17,0.9918,1.125,0.95,1.2,1.06,1.3093
13346,Clear,0.76,Low,Gurgaon CyberHub,17,0.9893,1.128,1.12,1.15,1.06,1.4842
13294,Smog,0.38,High,Rohini,14,1.0491,1.038,0.95,1.06,1.12,1.22
5295,Heatwave,0.59,High,Gurgaon CyberHub,20,1.1132,1.077,0.95,1.15,1.22,1.5851
11250,Clear,1.0,Low,Noida Sector 18,13,0.992,1.26,1.12,1.1,1.18,1.8041
13304,Clear,0.87,High,Gurgaon CyberHub,12,1.0139,1.182,0.95,1.15,1.15,1.5014
5301,Clear,0.88,Low,Saket,21,1.0003,1.188,1.12,1.08,1.2,1.7632
13352,Clear,0.65,High,Saket,15,1.0212,1.095,0.95,1.08,1.05,1.2294
13327,Clear,0.49,Medium,Gurgaon CyberHub,21,0.9902,1.049,1.0,1.15,1.2,1.4529
13313,Rain,0.81,Low,Rohini,23,1.1261,1.146,1.12,1.06,1.05,1.6732
13371,Smog,0.96,High,Lajpat Nagar,12,1.1189,1.236,0.95,1.18,1.15,1.8008
11262,Clear,0.57,Low,Lajpat Nagar,10,1.0145,1.071,1.12,1.18,1.06,1.5277
5308,Clear,1.0,Low,Connaught Place,7,1.0039,1.26,1.12,1.2,1.02,1.6959
13347,Smog,0.74,High,Connaught Place,9,1.0409,1.122,0.95,1.2,1.05,1.4189
13379,Rain,0.69,High,Lajpat Nagar,10,1.1258,1.107,0.95,1.18,1.06,1.4099
13382,Rain,0.8,High,Gurgaon CyberHub,20,1.1742,1.14,0.95,1.15,1.22,1.7656
11266,Clear,0.43,High,Dwarka,13,0.9657,1.043,0.95,1.05,1.18,1.1898
11316,Clear,0.3,High,Connaught Place,13,0.9962,1.03,0.95,1.2,1.18,1.3957
5309,Smog,0.64,High,Dwarka,14,1.2141,1.092,0.95,1.05,1.12,1.4394
11321,Clear,0.58,High,Faridabad,1,1.0151,1.074,0.95,1.04,1.01,1.0748
13375,Clear,0.5,High,Faridabad,10,1.0164,1.05,0.95,1.04,1.06,1.1548
13409,Clear,0.79,High,Gurgaon CyberHub,12,1.0094,1.137,0.95,1.15,1.15,1.4134
11340,Heatwave,0.77,High,Connaught Place,20,1.0772,1.131,0.95,1.2,1.22,1.6932
13390,Clear,0.82,Low,Saket,14,1.0013,1.152,1.12,1.08,1.12,1.5651
13397,Heatwave,0.69,Low,Dwarka,10,1.0159,1.107,1.12,1.05,1.06,1.4077
11365,Rain,0.39,High,Gurgaon CyberHub,20,1.2092,1.039,0.95,1.15,1.22,1.6922
13419,Clear,0.96,Low,Connaught Place,22,1.0222,1.236,1.12,1.2,1.1,1.8637
5339,Smog,0.79,High,Connaught Place,14,1.0442,1.137,0.95,1.2,1.12,1.4948
11371,Fog,0.63,Low,Faridabad,17,1.1931,1.089,1.12,1.04,1.06,1.5454
5338,Smog,0.96,High,Lajpat Nagar,23,1.0389,1.236,0.95,1.18,1.05,1.513
13402,Rain,0.77,High,Connaught Place,20,1.212,1.131,0.95,1.2,1.22,1.88
13423,Heatwave,0.33,High,Connaught Place,18,1.1726,1.033,0.95,1.2,1.1,1.5123
11388,Heatwave,0.46,Medium,Dwarka,19,1.0338,1.046,1.0,1.05,1.18,1.3402
11392,Smog,0.82,High,Faridabad,19,1.0513,1.152,0.95,1.04,1.18,1.4178
13414,Clear,0.57,Medium,Saket,8,1.0087,1.071,1.0,1.08,1.04,1.2576
11393,Clear,0.79,Medium,Rohini,14,0.991,1.137,1.0,1.06,1.12,1.3337
13417,Smog,0.58,Medium,Dwarka,0,1.1413,1.074,1.0,1.05,1.02,1.2959
13448,Clear,0.96,High,Gurgaon CyberHub,20,1.013,1.236,0.95,1.15,1.22,1.6917
5350,Rain,0.76,High,Saket,0,1.2311,1.128,0.95,1.08,1.02,1.4443
13499,Clear,0.5,Low,Saket,10,0.9781,1.05,1.12,1.08,1.06,1.2835
13475,Smog,0.37,Low,Connaught Place,15,1.1463,1.037,1.12,1.2,1.05,1.6183
5362,Smog,0.82,Low,Connaught Place,19,1.1564,1.152,1.12,1.2,1.18,2.0782
13487,Fog,0.56,High,Rohini,12,1.1025,1.068,0.95,1.06,1.15,1.3314
13516,Rain,0.9,Medium,Connaught Place,6,1.2021,1.2,1.0,1.2,1.01,1.7294
13546,Heatwave,0.4,Medium,Saket,20,1.0666,1.04,1.0,1.08,1.22,1.4651
11450,Clear,0.87,Medium,Saket,20,0.9994,1.182,1.0,1.08,1.22,1.5838
13529,Clear,0.47,High,Rohini,20,1.0188,1.047,0.95,1.06,1.22,1.3276
13521,Clear,0.97,High,Dwarka,22,1.0,1.242,0.95,1.05,1.1,1.3231
11457,Clear,0.68,High,Faridabad,17,1.0035,1.104,0.95,1.04,1.06,1.1589
5373,Clear,0.65,Medium,Dwarka,20,1.0412,1.095,1.0,1.05,1.22,1.4459
11472,Fog,0.63,Medium,Lajpat Nagar,19,1.1297,1.089,1.0,1.18,1.18,1.7099
5384,Fog,0.62,Low,Saket,11,1.1562,1.086,1.12,1.08,1.08,1.6553
13540,Smog,0.95,High,Rohini,0,1.1168,1.23,0.95,1.06,1.02,1.4051
13562,Clear,0.35,Medium,Dwarka,12,0.9759,1.035,1.0,1.05,1.15,1.2238
13564,Clear,0.53,Medium,Rohini,20,0.9796,1.059,1.0,1.06,1.22,1.3227
13547,Clear,0.61,High,Rohini,14,0.976,1.083,0.95,1.06,1.12,1.1611
5386,Clear,0.37,High,Connaught Place,7,1.0058,1.037,0.95,1.2,1.02,1.228
13549,Clear,0.38,High,Saket,21,1.0015,1.038,0.95,1.08,1.2,1.2664
5379,Clear,0.77,Low,Lajpat Nagar,19,0.9772,1.131,1.12,1.18,1.18,1.696
13587,Rain,0.69,Medium,Lajpat Nagar,10,1.2568,1.107,1.0,1.18,1.06,1.8101
11526,Clear,0.68,Low,Dwarka,11,0.9889,1.104,1.12,1.05,1.08,1.3638
13573,Smog,0.36,High,Connaught Place,12,1.1162,1.036,0.95,1.2,1.15,1.5862
13592,Rain,0.54,High,Noida Sector 18,23,1.1997,1.062,0.95,1.1,1.05,1.4189
5398,Clear,0.92,High,Faridabad,13,0.9915,1.212,0.95,1.04,1.18,1.3824
13577,Smog,0.68,High,Noida Sector 18,21,1.0789,1.104,0.95,1.1,1.2,1.5148
13609,Smog,0.47,High,Gurgaon CyberHub,12,1.2059,1.047,0.95,1.15,1.15,1.5693
5399,Clear,0.77,Medium,Connaught Place,17,1.005,1.131,1.0,1.2,1.06,1.4355
11534,Clear,0.51,Medium,Faridabad,12,1.0085,1.053,1.0,1.04,1.15,1.2881
13615,Clear,0.46,High,Faridabad,14,0.9952,1.046,0.95,1.04,1.12,1.1527
13589,Clear,0.64,Medium,Faridabad,9,0.9972,1.092,1.0,1.04,1.05,1.1695
11544,Clear,0.38,Medium,Rohini,21,1.0006,1.038,1.0,1.06,1.2,1.3372
5420,Smog,0.36,Medium,Noida Sector 18,12,1.1021,1.036,1.0,1.1,1.15,1.4401
5424,Rain,0.81,High,Gurgaon CyberHub,23,1.2421,1.146,0.95,1.15,1.05,1.6266
13607,Fog,0.71,Low,Connaught Place,16,1.1636,1.113,1.12,1.2,1.04,1.8143
13608,Smog,0.76,Medium,Noida Sector 18,11,1.0806,1.128,1.0,1.1,1.08,1.4261
13652,Clear,0.67,Medium,Lajpat Nagar,20,1.0268,1.101,1.0,1.18,1.22,1.6378
13626,Clear,0.4,Low,Lajpat Nagar,10,0.9844,1.04,1.12,1.18,1.06,1.4749
11571,Rain,0.68,Low,Noida Sector 18,10,1.2209,1.104,1.12,1.1,1.06,1.7314
13659,Clear,0.98,High,Dwarka,8,0.9922,1.248,0.95,1.05,1.04,1.2476
5438,Clear,0.68,High,Dwarka,22,0.9903,1.104,0.95,1.05,1.1,1.19
13663,Clear,0.4,High,Noida Sector 18,9,1.0068,1.04,0.95,1.1,1.05,1.1422
11591,Rain,0.39,High,Dwarka,21,1.1961,1.039,0.95,1.05,1.2,1.5173
13650,Fog,0.76,Low,Dwarka,21,1.1633,1.128,1.12,1.05,1.2,1.8894
5429,Clear,0.77,Medium,Gurgaon CyberHub,13,1.0328,1.131,1.0,1.15,1.18,1.606
5444,Heatwave,0.6,Low,Dwarka,21,1.091,1.08,1.12,1.05,1.2,1.6228
13646,Heatwave,0.62,Medium,Dwarka,15,1.0547,1.086,1.0,1.05,1.05,1.2304
5439,Heatwave,0.98,Medium,Lajpat Nagar,15,1.0581,1.248,1.0,1.18,1.05,1.5908
13667,Clear,0.33,High,Rohini,9,0.9879,1.033,0.95,1.06,1.05,1.0623
11634,Smog,0.54,Low,Faridabad,11,1.0553,1.062,1.12,1.04,1.08,1.4487
13674,Clear,0.44,High,Saket,21,0.9847,1.044,0.95,1.08,1.2,1.266
13672,Smog,0.48,Medium,Dwarka,14,1.1322,1.048,1.0,1.05,1.12,1.3858
13675,Clear,0.49,Medium,Lajpat Nagar,10,0.991,1.049,1.0,1.18,1.06,1.3165
13676,Clear,0.41,High,Faridabad,19,0.992,1.041,0.95,1.04,1.18,1.2157
5454,Clear,0.32,Medium,Lajpat Nagar,21,1.0248,1.032,1.0,1.18,1.2,1.4743
13695,Smog,0.46,Low,Noida Sector 18,21,1.1037,1.046,1.12,1.1,1.2,1.706
11655,Heatwave,0.52,Medium,Saket,10,1.0836,1.056,1.0,1.08,1.06,1.2952
13688,Rain,0.99,High,Noida Sector 18,22,1.2955,1.254,0.95,1.1,1.1,1.8933
5452,Clear,0.89,Medium,Noida Sector 18,17,0.9909,1.194,1.0,1.1,1.06,1.3967
5456,Clear,0.87,Low,Saket,12,1.0217,1.182,1.12,1.08,1.15,1.7069
5463,Smog,0.35,Medium,Dwarka,13,1.055,1.035,1.0,1.05,1.18,1.3738
5468,Clear,0.45,Medium,Dwarka,11,0.9686,1.045,1.0,1.05,1.08,1.1346
5475,Clear,0.7,High,Noida Sector 18,9,1.0099,1.11,0.95,1.1,1.05,1.2511
13709,Smog,0.69,Low,Noida Sector 18,10,0.9379,1.107,1.12,1.1,1.06,1.3412
13724,Fog,0.52,Low,Lajpat Nagar,20,1.1236,1.056,1.12,1.18,1.22,1.9585
5469,Rain,0.83,Medium,Lajpat Nagar,8,1.1445,1.158,1.0,1.18,1.04,1.5943
13716,Clear,0.86,Medium,Faridabad,9,1.0034,1.176,1.0,1.04,1.05,1.302
13745,Clear,0.77,High,Dwarka,11,1.0162,1.131,0.95,1.05,1.08,1.2915
13772,Heatwave,0.79,Medium,Dwarka,20,1.1305,1.137,1.0,1.05,1.22,1.6974
13773,Clear,0.99,High,Gurgaon CyberHub,14,1.0006,1.254,0.95,1.15,1.12,1.568
13756,Smog,0.82,Medium,Connaught Place,13,1.1715,1.152,1.0,1.2,1.18,1.9401
13788,Clear,0.34,Medium,Rohini,23,1.0531,1.034,1.0,1.06,1.05,1.2155
5504,Clear,0.76,High,Lajpat Nagar,17,0.9718,1.128,0.95,1.18,1.06,1.3143
11746,Rain,0.71,Low,Saket,20,1.1984,1.113,1.12,1.08,1.22,1.979
5511,Rain,0.9,Medium,Noida Sector 18,15,1.1606,1.2,1.0,1.1,1.05,1.633
13805,Clear,0.62,High,Lajpat Nagar,13,0.9856,1.086,0.95,1.18,1.18,1.4401
5510,Heatwave,0.62,Medium,Noida Sector 18,22,1.1,1.086,1.0,1.1,1.1,1.4633
5512,Heatwave,0.35,Low,Dwarka,12,1.0417,1.035,1.12,1.05,1.15,1.4791
5513,Clear,0.49,Low,Noida Sector 18,8,0.9803,1.049,1.12,1.1,1.04,1.3315
11777,Clear,0.53,Medium,Saket,11,1.0232,1.059,1.0,1.08,1.08,1.2259
13866,Clear,0.72,Low,Saket,9,1.0214,1.116,1.12,1.08,1.05,1.4181
5523,Smog,0.61,Medium,Noida Sector 18,13,1.1339,1.083,1.0,1.1,1.18,1.5914
13867,Rain,0.59,Low,Rohini,20,1.2771,1.077,1.12,1.06,1.22,1.9743
11813,Clear,0.93,High,Noida Sector 18,11,1.0214,1.218,0.95,1.1,1.08,1.4004
5534,Clear,0.36,High,Lajpat Nagar,20,0.9885,1.036,0.95,1.18,1.22,1.4155
13881,Clear,0.88,High,Noida Sector 18,21,0.9837,1.188,0.95,1.1,1.2,1.4723
11870,Heatwave,0.88,Medium,Dwarka,12,1.1534,1.188,1.0,1.05,1.15,1.6849
11876,Smog,0.37,Medium,Rohini,13,1.1065,1.037,1.0,1.06,1.18,1.4659
13894,Clear,0.91,Low,Gurgaon CyberHub,19,1.0371,1.206,1.12,1.15,1.18,1.9129
13900,Fog,0.81,High,Noida Sector 18,16,1.0871,1.146,0.95,1.1,1.04,1.3116
11912,Rain,0.43,Low,Saket,13,1.1884,1.043,1.12,1.08,1.18,1.7778
5566,Heatwave,0.62,Medium,Gurgaon CyberHub,21,1.0921,1.086,1.0,1.15,1.2,1.5684
13919,Clear,0.44,High,Gurgaon CyberHub,0,0.981,1.044,0.95,1.15,1.02,1.126
5570,Clear,0.64,Medium,Noida Sector 18,10,1.0007,1.092,1.0,1.1,1.06,1.2558
5578,Fog,0.75,Low,Lajpat Nagar,12,1.1876,1.125,1.12,1.18,1.15,2.0784
13925,Clear,0.97,High,Connaught Place,17,1.0234,1.242,0.95,1.2,1.06,1.5507
14006,Clear,0.88,Low,Gurgaon CyberHub,18,1.0363,1.188,1.12,1.15,1.1,1.6875
5581,Fog,0.53,Low,Faridabad,10,1.1652,1.059,1.12,1.04,1.06,1.5263
5583,Clear,0.95,High,Faridabad,11,0.9765,1.23,0.95,1.04,1.08,1.2935
11935,Heatwave,0.71,High,Lajpat Nagar,10,1.1043,1.113,0.95,1.18,1.06,1.4677
14015,Heatwave,0.84,High,Dwarka,13,1.0776,1.164,0.95,1.05,1.18,1.481
14025,Smog,0.75,High,Lajpat Nagar,17,1.1178,1.125,0.95,1.18,1.06,1.4625
13961,Clear,0.34,High,Dwarka,18,0.9779,1.034,0.95,1.05,1.1,1.0504
11939,Fog,0.94,High,Rohini,21,1.0588,1.224,0.95,1.06,1.2,1.604
13974,Clear,0.54,Low,Gurgaon CyberHub,12,0.9783,1.062,1.12,1.15,1.15,1.5579
14038,Rain,0.46,High,Gurgaon CyberHub,19,1.1656,1.046,0.95,1.15,1.18,1.5773
5590,Smog,0.82,High,Faridabad,12,1.1377,1.152,0.95,1.04,1.15,1.4278
11944,Smog,0.52,High,Rohini,19,1.1063,1.056,0.95,1.06,1.18,1.422
14061,Clear,0.46,Low,Saket,21,1.0142,1.046,1.12,1.08,1.2,1.5107
11960,Smog,0.62,Medium,Lajpat Nagar,9,1.0557,1.086,1.0,1.18,1.05,1.3985
13993,Clear,0.41,Medium,Saket,20,1.0053,1.041,1.0,1.08,1.22,1.3316
14062,Clear,0.77,High,Dwarka,14,1.0159,1.131,0.95,1.05,1.12,1.2464
13995,Clear,0.8,Low,Rohini,10,1.0018,1.14,1.12,1.06,1.06,1.384
14010,Fog,0.98,Medium,Connaught Place,19,1.1078,1.248,1.0,1.2,1.18,1.9697
11970,Clear,0.32,High,Lajpat Nagar,13,0.99,1.032,0.95,1.18,1.18,1.3795
5621,Rain,0.39,Low,Dwarka,13,1.2312,1.039,1.12,1.05,1.18,1.7478
5617,Smog,0.64,Low,Rohini,9,1.0826,1.092,1.12,1.06,1.05,1.4459
5625,Rain,0.59,Low,Noida Sector 18,21,1.1464,1.077,1.12,1.1,1.2,1.8299
14071,Smog,0.62,High,Dwarka,14,1.0625,1.086,0.95,1.05,1.12,1.3069
14072,Smog,0.83,High,Faridabad,13,1.1862,1.158,0.95,1.04,1.18,1.5896
14116,Heatwave,0.87,Low,Faridabad,21,1.0978,1.182,1.12,1.04,1.2,1.8126
12024,Clear,0.77,Low,Noida Sector 18,22,1.0115,1.131,1.12,1.1,1.1,1.5249
14095,Rain,0.87,High,Saket,17,1.2968,1.182,0.95,1.08,1.06,1.6524
12030,Clear,0.3,High,Dwarka,13,0.9865,1.03,0.95,1.05,1.18,1.2134
14100,Clear,0.72,Medium,Dwarka,7,1.0197,1.116,1.0,1.05,1.02,1.1817
14132,Rain,0.63,Low,Rohini,16,1.2348,1.089,1.12,1.06,1.04,1.6278
14127,Rain,0.54,Medium,Noida Sector 18,13,1.2955,1.062,1.0,1.1,1.18,1.7749
14102,Clear,0.54,Medium,Rohini,21,0.9989,1.062,1.0,1.06,1.2,1.3379
5640,Rain,0.32,High,Gurgaon CyberHub,1,1.1636,1.032,0.95,1.15,1.01,1.3534
12051,Smog,0.53,High,Dwarka,12,1.1669,1.059,0.95,1.05,1.15,1.439
14156,Clear,0.94,Medium,Gurgaon CyberHub,17,1.0049,1.224,1.0,1.15,1.06,1.4991
5658,Fog,0.65,High,Lajpat Nagar,10,1.2129,1.095,0.95,1.18,1.06,1.5318
5657,Fog,0.4,Medium,Dwarka,16,1.1111,1.04,1.0,1.05,1.04,1.2347
12066,Clear,0.94,Medium,Connaught Place,6,1.0035,1.224,1.0,1.2,1.01,1.4959
12064,Fog,0.93,High,Saket,14,1.1521,1.218,0.95,1.08,1.12,1.6753
14189,Heatwave,0.39,High,Rohini,23,1.0411,1.039,0.95,1.06,1.05,1.1577
12076,Clear,0.94,Medium,Dwarka,17,0.9739,1.224,1.0,1.05,1.06,1.3642
5669,Smog,0.98,High,Lajpat Nagar,1,1.1292,1.248,0.95,1.18,1.01,1.5561
5654,Smog,0.36,Low,Saket,20,1.1613,1.036,1.12,1.08,1.22,1.7475
12084,Heatwave,0.9,High,Lajpat Nagar,15,1.0905,1.2,0.95,1.18,1.05,1.4896
14166,Smog,0.48,High,Connaught Place,19,1.0275,1.048,0.95,1.2,1.18,1.4363
12086,Fog,0.77,High,Rohini,15,1.1674,1.131,0.95,1.06,1.05,1.3902
14177,Clear,0.88,High,Lajpat Nagar,20,0.9921,1.188,0.95,1.18,1.22,1.6344
14216,Fog,0.43,High,Faridabad,13,1.1643,1.043,0.95,1.04,1.18,1.404
14238,Clear,0.44,Medium,Noida Sector 18,0,0.9747,1.044,1.0,1.1,1.02,1.1392
12115,Clear,0.76,High,Rohini,18,1.0185,1.128,0.95,1.06,1.1,1.3171
14245,Clear,0.87,High,Rohini,20,0.9831,1.182,0.95,1.06,1.22,1.405
14266,Clear,0.47,High,Dwarka,18,0.9853,1.047,0.95,1.05,1.1,1.1586
14289,Clear,0.81,High,Rohini,13,1.0263,1.146,0.95,1.06,1.18,1.3724
5720,Fog,0.96,Medium,Faridabad,13,1.2316,1.236,1.0,1.04,1.18,1.9123
14274,Clear,0.57,Medium,Rohini,14,1.0355,1.071,1.0,1.06,1.12,1.3193
14281,Clear,0.51,High,Noida Sector 18,20,1.0187,1.053,0.95,1.1,1.22,1.3795
5733,Fog,0.49,Medium,Faridabad,11,1.1353,1.049,1.0,1.04,1.08,1.2858
5714,Clear,0.68,Low,Noida Sector 18,21,1.0348,1.104,1.12,1.1,1.2,1.6618
14317,Heatwave,0.53,Medium,Saket,16,1.0756,1.059,1.0,1.08,1.04,1.2729
14314,Clear,0.39,Medium,Rohini,18,0.987,1.039,1.0,1.06,1.1,1.2
14321,Smog,0.64,Medium,Connaught Place,11,1.1645,1.092,1.0,1.2,1.08,1.6517
12175,Smog,0.87,Low,Saket,19,1.1283,1.182,1.12,1.08,1.18,1.8812
14325,Clear,0.58,Medium,Connaught Place,9,1.0127,1.074,1.0,1.2,1.05,1.3885
5754,Fog,0.75,High,Gurgaon CyberHub,22,1.102,1.125,0.95,1.15,1.1,1.4635
5756,Heatwave,0.53,High,Rohini,12,1.04,1.059,0.95,1.06,1.15,1.2746
12191,Heatwave,0.44,Medium,Rohini,18,1.0708,1.044,1.0,1.06,1.1,1.3251
14367,Smog,0.5,High,Dwarka,1,1.0588,1.05,0.95,1.05,1.01,1.1072
14383,Clear,0.4,Medium,Dwarka,21,1.0102,1.04,1.0,1.05,1.2,1.2879
14394,Clear,0.57,Low,Dwarka,13,0.9823,1.071,1.12,1.05,1.18,1.4052
5760,Rain,0.61,Medium,Noida Sector 18,19,1.0886,1.083,1.0,1.1,1.18,1.5126
14384,Clear,0.4,Low,Connaught Place,12,1.0136,1.04,1.12,1.2,1.15,1.647
12207,Smog,0.81,Medium,Faridabad,22,1.1332,1.146,1.0,1.04,1.1,1.5235
14390,Fog,0.54,Medium,Saket,19,1.1562,1.062,1.0,1.08,1.18,1.5643
14395,Rain,0.5,High,Noida Sector 18,6,1.3823,1.05,0.95,1.1,1.01,1.5224
14413,Clear,0.74,Low,Lajpat Nagar,13,1.0044,1.122,1.12,1.18,1.18,1.7543
5786,Clear,0.37,High,Noida Sector 18,3,1.0012,1.037,0.95,1.1,1.0,1.0553
14457,Clear,0.9,Medium,Noida Sector 18,13,1.0507,1.2,1.0,1.1,1.18,1.6507
14459,Clear,0.45,High,Connaught Place,21,0.9894,1.045,0.95,1.2,1.2,1.4252
5789,Fog,0.96,Low,Gurgaon CyberHub,14,1.1511,1.236,1.12,1.15,1.12,2.1028
12270,Heatwave,0.66,Medium,Rohini,22,1.0675,1.098,1.0,1.06,1.1,1.3241
14475,Clear,0.47,Low,Dwarka,11,0.9886,1.047,1.12,1.05,1.08,1.3012
12274,Smog,0.87,Medium,Rohini,17,1.1375,1.182,1.0,1.06,1.06,1.5135
14484,Heatwave,0.9,Medium,Rohini,13,1.0655,1.2,1.0,1.06,1.18,1.5494
14489,Fog,0.91,High,Lajpat Nagar,9,1.1507,1.206,0.95,1.18,1.05,1.6131
14490,Smog,0.83,High,Saket,20,1.1086,1.158,0.95,1.08,1.22,1.6456
12283,Rain,0.36,High,Faridabad,8,1.2176,1.036,0.95,1.04,1.04,1.3134
14497,Smog,0.42,Medium,Lajpat Nagar,13,1.0725,1.042,1.0,1.18,1.18,1.5412
5803,Smog,0.35,High,Lajpat Nagar,21,1.0975,1.035,0.95,1.18,1.2,1.5545
14534,Clear,0.87,High,Lajpat Nagar,14,0.9771,1.182,0.95,1.18,1.12,1.43
14541,Heatwave,0.5,Low,Connaught Place,13,1.0213,1.05,1.12,1.2,1.18,1.7538
14522,Smog,0.34,Medium,Saket,19,1.0644,1.034,1.0,1.08,1.18,1.3775
14545,Heatwave,0.84,Medium,Noida Sector 18,10,1.0527,1.164,1.0,1.1,1.06,1.4226
12315,Clear,0.56,High,Faridabad,13,1.0133,1.068,0.95,1.04,1.18,1.2566
14535,Rain,0.99,High,Gurgaon CyberHub,19,1.1726,1.254,0.95,1.15,1.18,1.8707
14559,Clear,0.39,Medium,Noida Sector 18,19,0.9685,1.039,1.0,1.1,1.18,1.3235
14566,Smog,0.77,High,Saket,10,1.0452,1.131,0.95,1.08,1.06,1.2968
14585,Clear,0.35,High,Faridabad,22,1.0402,1.035,0.95,1.04,1.1,1.184
5826,Clear,0.64,High,Lajpat Nagar,9,1.0296,1.092,0.95,1.18,1.05,1.3118
14565,Heatwave,0.98,High,Saket,18,1.0914,1.248,0.95,1.08,1.1,1.5629
12396,Clear,0.35,Medium,Rohini,9,0.9865,1.035,1.0,1.06,1.05,1.1445
5822,Smog,0.44,Low,Noida Sector 18,12,1.0417,1.044,1.12,1.1,1.15,1.5986
12402,Clear,0.8,Low,Saket,22,1.0236,1.14,1.12,1.08,1.1,1.5463
14591,Clear,0.53,Medium,Dwarka,12,1.0555,1.059,1.0,1.05,1.15,1.3357
12413,Smog,0.79,Medium,Rohini,14,1.1835,1.137,1.0,1.06,1.12,1.6005
5828,Rain,0.67,Low,Connaught Place,22,1.2223,1.101,1.12,1.2,1.1,1.9219
12446,Clear,0.38,High,Dwarka,12,1.0054,1.038,0.95,1.05,1.15,1.2066
14615,Heatwave,0.65,Medium,Noida Sector 18,10,1.1055,1.095,1.0,1.1,1.06,1.3977
5861,Rain,0.39,Medium,Dwarka,14,1.1087,1.039,1.0,1.05,1.12,1.4103
14643,Clear,0.38,High,Lajpat Nagar,8,1.0185,1.038,0.95,1.18,1.04,1.2299
14637,Clear,0.77,Low,Connaught Place,22,1.0111,1.131,1.12,1.2,1.1,1.7064
12496,Smog,0.34,Medium,Dwarka,22,1.1002,1.034,1.0,1.05,1.1,1.2333
5866,Rain,0.62,High,Lajpat Nagar,12,1.1961,1.086,0.95,1.18,1.15,1.5694
5860,Smog,0.98,High,Lajpat Nagar,18,1.0967,1.248,0.95,1.18,1.1,1.672
5873,Rain,0.39,Medium,Dwarka,15,1.1778,1.039,1.0,1.05,1.05,1.3876
14653,Fog,0.41,Medium,Faridabad,19,1.1714,1.041,1.0,1.04,1.18,1.5414
5876,Smog,0.99,High,Lajpat Nagar,16,1.0187,1.254,0.95,1.18,1.04,1.4713
