order_id,merchant_id,zone,cart_items,structural_minimum_time_sec,historical_speed_index
9897,NCR_M42999,Saket,1,192.78,1.26
1733,NCR_M63815,Gurgaon CyberHub,2,708.74,0.99
10559,NCR_M45608,Dwarka,2,691.1,0.96
9908,NCR_M7813,Lajpat Nagar,1,378.28,0.98
10746,NCR_M61845,Dwarka,2,77.26,0.75
2093,NCR_M70094,Lajpat Nagar,2,615.47,0.72
10432,NCR_M2180,Lajpat Nagar,2,587.24,1.02
4099,NCR_M43799,Lajpat Nagar,2,631.1,0.78
9913,NCR_M74602,Noida Sector 18,1,435.22,0.94
10765,NCR_M8276,Connaught Place,2,466.53,0.75
9906,NCR_M50575,Saket,1,60.03,0.87
1784,NCR_M47858,Faridabad,2,543.4,0.81
10767,NCR_M20701,Dwarka,2,1091.66,1.22
10614,NCR_M39465,Rohini,2,952.42,1.21
8722,NCR_M42352,Noida Sector 18,2,606.91,0.86
4143,NCR_M93331,Connaught Place,2,351.45,0.87
9915,NCR_M94320,Connaught Place,1,258.96,0.78
9914,NCR_M82535,Faridabad,1,285.6,0.84
4055,NCR_M13870,Faridabad,2,701.51,1.23
8833,NCR_M60316,Connaught Place,2,747.67,0.93
2133,NCR_M93689,Faridabad,2,705.26,1.3
4063,NCR_M20955,Lajpat Nagar,2,677.24,1.29
10741,NCR_M31556,Dwarka,2,697.55,1.21
10698,NCR_M63354,Faridabad,2,618.36,1.27
10543,NCR_M82191,Noida Sector 18,2,659.25,1.3
10784,NCR_M45027,Connaught Place,2,838.13,1.17
9935,NCR_M46977,Faridabad,1,209.05,1.13
4129,NCR_M80579,Gurgaon CyberHub,2,544.17,0.87
10617,NCR_M91503,Lajpat Nagar,2,516.42,1.1
2275,NCR_M45096,Connaught Place,2,791.43,1.15
882,NCR_M14271,Saket,2,113.33,0.7
10828,NCR_M30909,Noida Sector 18,2,605.21,0.72
2294,NCR_M15524,Connaught Place,2,585.44,1.15
8746,NCR_M62434,Faridabad,2,875.12,1.0
10926,NCR_M47069,Faridabad,2,816.45,1.1
2281,NCR_M19992,Faridabad,2,641.28,1.02
9959,NCR_M10776,Gurgaon CyberHub,1,165.55,0.77
10948,NCR_M77802,Dwarka,2,743.87,0.82
10966,NCR_M84996,Lajpat Nagar,2,545.71,1.16
9961,NCR_M61251,Connaught Place,1,381.44,1.28
9015,NCR_M16674,Dwarka,2,149.49,1.28
4247,NCR_M27057,Lajpat Nagar,2,657.86,0.79
10764,NCR_M6615,Connaught Place,2,1041.76,1.12
930,NCR_M7416,Lajpat Nagar,2,626.64,0.75
4172,NCR_M88692,Dwarka,2,773.89,1.16
9975,NCR_M43885,Gurgaon CyberHub,1,323.0,0.76
9987,NCR_M16965,Noida Sector 18,1,589.05,1.05
9984,NCR_M37727,Faridabad,1,567.6,1.29
9992,NCR_M37045,Noida Sector 18,1,321.18,1.01
9994,NCR_M57150,Connaught Place,1,148.23,0.81
10797,NCR_M37545,Gurgaon CyberHub,2,824.35,0.84
2441,NCR_M49977,Noida Sector 18,2,440.51,0.88
11046,NCR_M32253,Noida Sector 18,2,1263.51,1.27
11090,NCR_M3833,Rohini,2,212.61,1.27
9997,NCR_M90812,Dwarka,1,553.72,1.27
2039,NCR_M80438,Dwarka,2,608.96,1.09
10916,NCR_M34149,Connaught Place,2,709.93,0.99
4296,NCR_M61241,Gurgaon CyberHub,2,1108.01,1.01
10001,NCR_M88455,Saket,1,408.94,1.27
10009,NCR_M85077,Rohini,1,92.96,0.83
8942,NCR_M77117,Lajpat Nagar,2,1048.54,1.24
10920,NCR_M53460,Saket,2,464.17,1.0
11111,NCR_M38403,Noida Sector 18,2,156.86,0.91
11104,NCR_M57728,Noida Sector 18,2,315.69,0.71
10005,NCR_M38579,Connaught Place,1,193.14,0.87
8987,NCR_M90454,Faridabad,2,622.71,0.8
10007,NCR_M22319,Lajpat Nagar,1,350.92,1.24
4244,NCR_M75716,Rohini,2,601.67,0.73
1009,NCR_M77788,Noida Sector 18,2,840.65,0.96
10017,NCR_M85030,Faridabad,1,273.0,1.05
11189,NCR_M20467,Lajpat Nagar,2,729.51,1.0
11049,NCR_M95743,Faridabad,2,612.6,1.23
10027,NCR_M45476,Lajpat Nagar,1,252.98,0.91
4343,NCR_M60143,Faridabad,2,468.32,0.86
2714,NCR_M85161,Dwarka,2,517.51,0.78
10030,NCR_M26565,Faridabad,1,160.0,1.0
4361,NCR_M22413,Rohini,2,473.06,1.12
11322,NCR_M93527,Connaught Place,2,582.89,1.04
9283,NCR_M51002,Connaught Place,2,657.29,0.86
2725,NCR_M57650,Connaught Place,2,536.65,1.15
4388,NCR_M60958,Rohini,2,576.62,0.73
11233,NCR_M35518,Noida Sector 18,2,370.65,0.71
2758,NCR_M13157,Faridabad,2,966.98,1.3
10045,NCR_M23065,Saket,1,407.93,1.13
9389,NCR_M25712,Rohini,2,470.16,0.9
10046,NCR_M30107,Rohini,1,482.5,1.25
10042,NCR_M65459,Gurgaon CyberHub,1,140.43,0.93
1040,NCR_M16590,Saket,2,492.21,0.83
11330,NCR_M89273,Gurgaon CyberHub,2,646.02,1.21
10049,NCR_M86512,Connaught Place,1,436.8,0.96
4371,NCR_M7215,Faridabad,2,521.48,1.08
10055,NCR_M96118,Noida Sector 18,1,80.24,1.18
10060,NCR_M85732,Saket,1,56.07,0.89
11380,NCR_M27128,Gurgaon CyberHub,2,811.46,1.3
2833,NCR_M5142,Gurgaon CyberHub,2,739.27,1.08
4398,NCR_M28885,Noida Sector 18,2,760.4,0.87
11429,NCR_M90422,Noida Sector 18,2,597.5,0.71
9491,NCR_M2709,Connaught Place,2,412.8,0.95
9474,NCR_M18376,Dwarka,2,640.67,0.77
11449,NCR_M15089,Lajpat Nagar,2,899.86,0.94
2760,NCR_M57616,Dwarka,2,972.63,0.89
10065,NCR_M45047,Noida Sector 18,1,298.66,1.09
1057,NCR_M10015,Faridabad,2,712.62,1.09
11480,NCR_M64426,Rohini,2,681.89,0.98
10083,NCR_M3274,Gurgaon CyberHub,1,160.14,1.02
1055,NCR_M47136,Gurgaon CyberHub,2,585.12,0.82
10086,NCR_M30882,Connaught Place,1,443.63,1.09
9533,NCR_M97023,Saket,2,456.15,0.72
11502,NCR_M78078,Connaught Place,2,981.73,0.96
11535,NCR_M8713,Faridabad,2,919.08,1.3
10076,NCR_M74705,Lajpat Nagar,1,185.12,1.04
1053,NCR_M52875,Lajpat Nagar,2,919.59,1.1
9607,NCR_M69088,Connaught Place,2,384.13,0.79
9530,NCR_M12298,Noida Sector 18,2,367.26,0.94
4492,NCR_M27129,Dwarka,2,882.84,1.09
11508,NCR_M68369,Saket,2,726.45,0.93
10088,NCR_M94020,Noida Sector 18,1,239.47,0.77
2823,NCR_M87600,Connaught Place,2,287.62,0.77
9690,NCR_M88500,Faridabad,2,763.21,1.19
11515,NCR_M78959,Connaught Place,2,279.01,0.92
2342,NCR_M32921,Connaught Place,2,398.55,1.09
10100,NCR_M11157,Noida Sector 18,1,194.54,0.71
2838,NCR_M11109,Saket,2,627.97,0.89
11610,NCR_M31846,Connaught Place,2,668.09,1.1
10099,NCR_M2801,Gurgaon CyberHub,1,507.99,1.23
11536,NCR_M42713,Dwarka,2,590.76,0.79
4499,NCR_M2611,Faridabad,2,447.14,0.83
10104,NCR_M77604,Rohini,1,637.26,1.29
1087,NCR_M33873,Rohini,2,567.89,1.18
4569,NCR_M10729,Gurgaon CyberHub,2,525.1,0.87
9768,NCR_M95103,Rohini,2,521.44,1.2
11554,NCR_M95320,Connaught Place,2,551.13,0.94
10102,NCR_M20584,Rohini,1,84.24,1.08
10121,NCR_M85775,Dwarka,1,458.75,1.25
10124,NCR_M7264,Noida Sector 18,1,339.9,1.03
11730,NCR_M67451,Connaught Place,2,579.84,1.19
11684,NCR_M89286,Connaught Place,2,760.75,0.79
4581,NCR_M19457,Connaught Place,2,454.1,0.76
10122,NCR_M91119,Rohini,1,286.9,0.95
2941,NCR_M65943,Noida Sector 18,2,435.02,0.78
4605,NCR_M13690,Dwarka,2,470.59,0.98
3071,NCR_M32935,Saket,2,680.69,1.09
11696,NCR_M33277,Noida Sector 18,2,966.15,0.91
11727,NCR_M19874,Connaught Place,2,616.76,1.26
10129,NCR_M13051,Dwarka,1,465.92,1.12
4587,NCR_M66217,Gurgaon CyberHub,2,929.69,0.8
10142,NCR_M84445,Gurgaon CyberHub,1,387.04,1.18
11861,NCR_M84041,Dwarka,2,477.92,1.15
3021,NCR_M21645,Connaught Place,2,944.43,1.07
9829,NCR_M62022,Dwarka,2,519.37,1.07
1167,NCR_M37126,Saket,2,774.9,0.98
9871,NCR_M66900,Rohini,2,481.57,1.15
3034,NCR_M42292,Faridabad,2,620.16,0.96
10153,NCR_M35061,Gurgaon CyberHub,1,316.68,0.87
10147,NCR_M1539,Gurgaon CyberHub,1,137.24,0.94
10158,NCR_M36177,Lajpat Nagar,1,452.48,1.12
3190,NCR_M41521,Lajpat Nagar,2,637.89,1.13
10155,NCR_M25676,Connaught Place,1,335.28,1.27
11992,NCR_M18288,Gurgaon CyberHub,2,996.64,1.26
4680,NCR_M175,Connaught Place,2,549.81,0.79
11946,NCR_M92269,Connaught Place,2,819.07,0.96
3243,NCR_M34999,Rohini,2,745.91,0.77
1205,NCR_M53313,Faridabad,2,471.95,0.82
11810,NCR_M12113,Connaught Place,2,455.89,0.87
10184,NCR_M75226,Gurgaon CyberHub,1,408.17,1.19
11851,NCR_M44815,Connaught Place,2,1157.76,1.28
10191,NCR_M85092,Faridabad,1,320.16,0.92
10186,NCR_M50720,Rohini,1,123.54,0.71
11867,NCR_M33920,Saket,2,344.54,0.97
10201,NCR_M73156,Noida Sector 18,1,187.2,1.04
3212,NCR_M71570,Rohini,2,767.02,1.05
10199,NCR_M41329,Connaught Place,1,430.08,1.12
11951,NCR_M70483,Lajpat Nagar,2,695.44,0.96
10212,NCR_M24619,Lajpat Nagar,1,361.76,1.19
11925,NCR_M34676,Faridabad,2,642.12,1.17
12035,NCR_M18920,Dwarka,2,145.84,1.22
10213,NCR_M4174,Faridabad,1,180.72,0.72
4741,NCR_M26401,Saket,2,916.25,1.21
3331,NCR_M50446,Faridabad,2,371.48,0.75
4745,NCR_M70306,Connaught Place,2,805.67,1.06
12072,NCR_M37565,Gurgaon CyberHub,2,823.31,0.98
10220,NCR_M45815,Dwarka,1,340.38,1.22
10217,NCR_M79748,Gurgaon CyberHub,1,411.44,0.74
12002,NCR_M88792,Gurgaon CyberHub,2,677.18,1.06
4743,NCR_M27963,Noida Sector 18,2,913.68,1.25
10215,NCR_M84893,Faridabad,1,333.06,0.91
10222,NCR_M85843,Noida Sector 18,1,322.87,0.83
10235,NCR_M70534,Saket,1,298.4,0.8
10237,NCR_M56185,Connaught Place,1,403.68,0.87
12097,NCR_M82913,Lajpat Nagar,2,675.33,1.2
12040,NCR_M10579,Connaught Place,2,442.3,0.96
12139,NCR_M18625,Connaught Place,2,704.95,0.8
12112,NCR_M39195,Connaught Place,2,1019.37,1.01
12073,NCR_M390,Saket,2,533.04,0.92
10144,NCR_M99304,Faridabad,2,433.12,1.0
3386,NCR_M67392,Rohini,2,89.29,0.89
10145,NCR_M13795,Rohini,2,671.4,0.78
10193,NCR_M58003,Rohini,2,322.21,0.94
3552,NCR_M35532,Noida Sector 18,2,701.8,1.04
10182,NCR_M52816,Saket,2,621.91,0.78
10207,NCR_M4987,Gurgaon CyberHub,2,494.39,1.1
1305,NCR_M32299,Lajpat Nagar,2,565.19,0.77
1313,NCR_M1482,Rohini,2,623.64,0.79
12196,NCR_M56409,Faridabad,2,916.19,1.29
10196,NCR_M69268,Saket,2,114.0,1.06
10264,NCR_M16836,Rohini,1,450.66,1.11
4820,NCR_M27799,Faridabad,2,373.68,0.75
3452,NCR_M91650,Lajpat Nagar,2,465.02,0.82
2805,NCR_M64888,Connaught Place,2,748.98,1.1
1317,NCR_M19478,Connaught Place,2,538.85,1.12
4824,NCR_M17267,Dwarka,2,414.52,1.08
10286,NCR_M86329,Faridabad,1,339.6,1.2
4823,NCR_M85989,Noida Sector 18,2,678.06,0.81
1335,NCR_M43527,Rohini,2,699.82,1.25
10304,NCR_M11890,Saket,2,461.89,1.25
10283,NCR_M24336,Noida Sector 18,1,513.88,1.16
2847,NCR_M11255,Dwarka,2,823.54,1.22
10292,NCR_M86611,Connaught Place,1,514.71,1.29
10287,NCR_M11443,Dwarka,1,283.22,0.98
10299,NCR_M46290,Lajpat Nagar,1,204.96,1.12
12302,NCR_M53748,Saket,2,581.59,0.78
12392,NCR_M37328,Rohini,2,269.85,1.17
3672,NCR_M16200,Rohini,2,693.87,0.79
10392,NCR_M72828,Noida Sector 18,2,1283.6,1.2
3564,NCR_M113,Dwarka,2,582.78,1.22
10373,NCR_M87052,Noida Sector 18,2,915.77,0.78
10410,NCR_M19582,Gurgaon CyberHub,2,440.58,0.94
10301,NCR_M59723,Connaught Place,1,448.44,1.11
12486,NCR_M92037,Gurgaon CyberHub,2,670.45,0.77
4896,NCR_M97563,Dwarka,2,481.15,1.13
10313,NCR_M16524,Rohini,1,411.99,0.93
3609,NCR_M66961,Noida Sector 18,2,1154.92,1.18
10310,NCR_M19553,Saket,1,328.32,0.96
4910,NCR_M10809,Noida Sector 18,2,603.89,0.82
12426,NCR_M72526,Lajpat Nagar,2,672.92,1.16
12521,NCR_M23621,Gurgaon CyberHub,2,472.42,1.0
10325,NCR_M888,Rohini,1,238.36,1.18
4924,NCR_M31803,Rohini,2,676.39,1.3
12453,NCR_M85025,Rohini,2,436.79,1.24
12546,NCR_M95550,Faridabad,2,929.73,0.94
10345,NCR_M81939,Rohini,1,136.16,0.92
4940,NCR_M86742,Noida Sector 18,2,412.23,0.85
4954,NCR_M26050,Dwarka,2,829.7,1.03
10530,NCR_M77790,Dwarka,2,263.66,0.88
12564,NCR_M84527,Dwarka,2,169.63,1.25
4969,NCR_M7847,Gurgaon CyberHub,2,358.5,0.8
3887,NCR_M90564,Faridabad,2,607.16,1.18
10352,NCR_M46221,Dwarka,1,129.75,0.75
12526,NCR_M46164,Connaught Place,2,1214.16,1.26
10363,NCR_M3766,Noida Sector 18,1,324.12,0.73
12593,NCR_M81487,Lajpat Nagar,2,467.24,1.09
10347,NCR_M45271,Faridabad,1,469.8,1.16
12545,NCR_M75278,Dwarka,2,580.82,0.95
12736,NCR_M88279,Gurgaon CyberHub,2,770.35,1.04
1452,NCR_M90240,Faridabad,2,888.24,1.09
5017,NCR_M22932,Noida Sector 18,2,929.87,0.97
3884,NCR_M89117,Faridabad,2,672.36,1.26
1460,NCR_M55634,Faridabad,2,695.43,0.99
4988,NCR_M80703,Dwarka,2,647.41,0.78
12651,NCR_M51914,Dwarka,2,485.84,0.86
12790,NCR_M94777,Rohini,2,544.53,0.92
10380,NCR_M25992,Connaught Place,1,257.52,0.74
5043,NCR_M54846,Gurgaon CyberHub,2,993.6,1.1
10383,NCR_M98506,Gurgaon CyberHub,1,183.92,0.76
4052,NCR_M55313,Noida Sector 18,2,653.88,1.18
10394,NCR_M10562,Connaught Place,1,386.22,1.23
12751,NCR_M16902,Saket,2,482.08,1.12
4057,NCR_M95557,Faridabad,2,706.0,1.05
5027,NCR_M62876,Saket,2,707.45,1.26
3240,NCR_M25918,Rohini,2,781.16,0.96
4037,NCR_M62121,Saket,2,835.55,1.02
5073,NCR_M1989,Gurgaon CyberHub,2,761.44,0.9
10404,NCR_M14257,Gurgaon CyberHub,1,318.16,0.97
12785,NCR_M87729,Saket,2,827.78,0.77
12850,NCR_M28231,Connaught Place,2,273.6,0.73
4128,NCR_M59779,Connaught Place,2,328.46,0.82
10745,NCR_M45834,Gurgaon CyberHub,2,352.76,0.79
10918,NCR_M22626,Faridabad,2,1020.57,1.07
5130,NCR_M32089,Rohini,2,496.53,0.74
10431,NCR_M79651,Rohini,1,252.35,1.03
5066,NCR_M41168,Lajpat Nagar,2,842.13,1.29
3355,NCR_M71292,Dwarka,2,1219.36,1.14
10426,NCR_M65304,Saket,1,93.22,0.79
5183,NCR_M76362,Lajpat Nagar,2,750.71,1.22
4224,NCR_M88230,Connaught Place,2,482.7,1.04
12793,NCR_M4118,Gurgaon CyberHub,2,470.83,0.78
12922,NCR_M90266,Dwarka,2,956.72,1.18
13020,NCR_M97719,Dwarka,2,820.49,1.24
4243,NCR_M60711,Faridabad,2,720.98,0.82
11094,NCR_M94427,Dwarka,2,937.62,1.2
4273,NCR_M94877,Faridabad,2,595.97,0.95
10455,NCR_M67055,Lajpat Nagar,1,443.7,0.9
12806,NCR_M30950,Connaught Place,2,851.13,1.08
5103,NCR_M22548,Gurgaon CyberHub,2,603.29,0.74
10456,NCR_M81883,Noida Sector 18,1,319.24,0.92
13084,NCR_M68137,Faridabad,2,1147.17,1.26
4384,NCR_M64620,Dwarka,2,577.16,0.73
5119,NCR_M61843,Connaught Place,2,863.96,1.27
5210,NCR_M94804,Connaught Place,2,698.03,0.95
1645,NCR_M26991,Saket,2,975.63,1.09
5232,NCR_M16194,Connaught Place,2,717.97,0.83
10481,NCR_M30110,Noida Sector 18,1,426.24,0.96
12864,NCR_M19234,Noida Sector 18,2,616.13,0.76
12866,NCR_M81731,Noida Sector 18,2,581.42,1.14
10911,NCR_M34511,Noida Sector 18,2,858.93,1.19
4378,NCR_M1307,Saket,2,570.13,0.72
4429,NCR_M3850,Lajpat Nagar,2,1011.95,1.23
12980,NCR_M12361,Noida Sector 18,2,854.35,1.03
4382,NCR_M94768,Lajpat Nagar,2,537.88,1.12
10927,NCR_M45801,Dwarka,2,579.22,0.74
13299,NCR_M36964,Noida Sector 18,2,783.55,1.06
11279,NCR_M54331,Gurgaon CyberHub,2,362.89,0.72
5326,NCR_M51708,Noida Sector 18,2,569.29,0.81
10510,NCR_M18690,Dwarka,1,255.96,0.79
13049,NCR_M29085,Gurgaon CyberHub,2,884.33,1.1
5182,NCR_M40388,Rohini,2,908.3,0.99
10519,NCR_M74817,Saket,1,64.68,0.98
3593,NCR_M2643,Lajpat Nagar,2,574.01,0.95
11443,NCR_M42138,Connaught Place,2,798.78,1.22
13043,NCR_M79833,Rohini,2,740.93,0.89
13134,NCR_M55562,Gurgaon CyberHub,2,943.05,1.02
4550,NCR_M62261,Rohini,2,763.04,0.81
13110,NCR_M15439,Faridabad,2,489.03,0.72
10550,NCR_M48443,Saket,1,457.92,1.06
4558,NCR_M2995,Lajpat Nagar,2,900.81,1.26
5376,NCR_M99576,Faridabad,2,504.78,1.16
10549,NCR_M1814,Gurgaon CyberHub,1,381.15,1.21
11476,NCR_M93028,Lajpat Nagar,2,760.45,0.9
13585,NCR_M84382,Faridabad,2,943.39,1.1
10553,NCR_M55277,Lajpat Nagar,1,90.0,1.25
5219,NCR_M41244,Lajpat Nagar,2,475.67,1.29
10551,NCR_M62913,Gurgaon CyberHub,1,227.46,1.02
13207,NCR_M60273,Lajpat Nagar,2,1205.52,1.26
4603,NCR_M42052,Gurgaon CyberHub,2,426.1,1.06
5400,NCR_M78855,Faridabad,2,581.61,0.8
5254,NCR_M82737,Dwarka,2,631.43,1.11
11167,NCR_M65619,Gurgaon CyberHub,2,857.44,0.86
1745,NCR_M1921,Gurgaon CyberHub,2,596.83,0.8
5417,NCR_M77220,Gurgaon CyberHub,2,437.95,0.93
5405,NCR_M76873,Faridabad,2,870.06,1.13
10568,NCR_M81133,Rohini,1,455.39,1.13
11183,NCR_M2094,Faridabad,2,703.59,1.21
13289,NCR_M12906,Lajpat Nagar,2,743.82,0.91
5428,NCR_M24352,Noida Sector 18,2,1120.82,1.29
10572,NCR_M30982,Gurgaon CyberHub,1,322.4,1.24
3728,NCR_M73904,Noida Sector 18,2,714.3,0.95
13629,NCR_M70822,Rohini,2,740.62,0.76
13351,NCR_M82290,Dwarka,2,488.13,1.29
10575,NCR_M84022,Rohini,1,220.0,1.25
5302,NCR_M78514,Faridabad,2,422.06,0.96
13341,NCR_M19875,Faridabad,2,624.79,1.05
1775,NCR_M50932,Saket,2,521.72,1.15
13384,NCR_M7675,Gurgaon CyberHub,2,474.88,0.8
5448,NCR_M50517,Rohini,2,778.66,0.98
5306,NCR_M94575,Rohini,2,309.26,0.78
10578,NCR_M60687,Rohini,1,173.6,1.24
4755,NCR_M94852,Rohini,2,560.59,0.89
11674,NCR_M69213,Rohini,2,514.66,1.26
4748,NCR_M2427,Saket,2,1046.8,1.24
5487,NCR_M90010,Rohini,2,648.32,1.12
13368,NCR_M68499,Connaught Place,2,972.35,1.06
10592,NCR_M29944,Lajpat Nagar,1,572.3,0.97
4829,NCR_M66396,Lajpat Nagar,2,411.97,0.9
10595,NCR_M44817,Noida Sector 18,1,165.11,0.79
13438,NCR_M4139,Lajpat Nagar,2,435.49,0.91
11720,NCR_M91177,Saket,2,513.25,1.13
3844,NCR_M75946,Connaught Place,2,528.68,1.02
11731,NCR_M4018,Saket,2,659.32,1.17
1851,NCR_M10452,Gurgaon CyberHub,2,783.61,0.95
13770,NCR_M62957,Lajpat Nagar,2,443.08,0.85
5505,NCR_M93864,Faridabad,2,529.72,1.15
13479,NCR_M10279,Lajpat Nagar,2,727.27,1.26
11755,NCR_M90481,Rohini,2,857.84,0.95
4870,NCR_M43765,Lajpat Nagar,2,761.77,1.14
13500,NCR_M1135,Lajpat Nagar,2,420.68,0.8
5364,NCR_M62944,Saket,2,373.44,0.76
3900,NCR_M95668,Dwarka,2,841.69,1.25
13537,NCR_M54319,Connaught Place,2,720.12,0.84
10626,NCR_M60129,Noida Sector 18,1,625.95,1.17
11529,NCR_M88057,Gurgaon CyberHub,2,720.45,1.0
4956,NCR_M21870,Connaught Place,2,589.47,1.14
5519,NCR_M5040,Faridabad,2,759.12,1.19
5411,NCR_M21282,Faridabad,2,424.85,0.94
4957,NCR_M10443,Saket,2,116.78,0.77
13895,NCR_M73789,Rohini,2,868.98,1.06
5426,NCR_M27587,Dwarka,2,592.29,0.81
5548,NCR_M53054,Lajpat Nagar,2,705.06,0.97
13913,NCR_M50490,Gurgaon CyberHub,2,828.07,0.91
10640,NCR_M83105,Lajpat Nagar,1,355.74,0.77
5001,NCR_M86347,Faridabad,2,1174.14,1.28
13893,NCR_M67088,Lajpat Nagar,2,638.12,0.76
5056,NCR_M12626,Dwarka,2,426.15,0.88
10642,NCR_M34398,Noida Sector 18,1,454.92,1.02
5021,NCR_M58672,Saket,2,609.02,0.85
13967,NCR_M91786,Dwarka,2,668.86,1.24
5553,NCR_M66898,Connaught Place,2,1008.24,0.9
13990,NCR_M26150,Lajpat Nagar,2,631.36,0.87
3994,NCR_M60031,Dwarka,2,411.28,0.8
13809,NCR_M69907,Faridabad,2,536.6,0.91
10677,NCR_M5284,Dwarka,1,320.0,1.25
5572,NCR_M7611,Faridabad,2,443.88,0.73
13802,NCR_M43327,Gurgaon CyberHub,2,282.34,0.87
10663,NCR_M14925,Noida Sector 18,1,137.0,1.0
5507,NCR_M76163,Lajpat Nagar,2,492.96,0.98
11740,NCR_M870,Connaught Place,2,477.23,0.91
1952,NCR_M97089,Faridabad,2,296.83,0.83
13842,NCR_M1015,Faridabad,2,772.55,1.24
13989,NCR_M10104,Noida Sector 18,2,657.17,0.92
10684,NCR_M82523,Dwarka,1,246.48,0.79
13822,NCR_M96008,Rohini,2,543.29,0.87
13796,NCR_M33459,Rohini,2,391.43,1.07
10704,NCR_M90606,Lajpat Nagar,1,335.38,0.82
14036,NCR_M82410,Dwarka,2,652.87,1.27
1981,NCR_M23249,Gurgaon CyberHub,2,461.87,0.91
5206,NCR_M89161,Connaught Place,2,623.69,1.04
5264,NCR_M43517,Lajpat Nagar,2,328.69,1.14
5545,NCR_M29062,Rohini,2,384.85,0.76
10695,NCR_M24171,Faridabad,1,473.2,1.04
13882,NCR_M8025,Connaught Place,2,419.91,0.81
14141,NCR_M82215,Dwarka,2,539.71,0.86
5679,NCR_M85948,Gurgaon CyberHub,2,616.62,1.1
11895,NCR_M43804,Noida Sector 18,2,416.68,1.3
13998,NCR_M19297,Gurgaon CyberHub,2,434.09,0.88
14207,NCR_M91830,Faridabad,2,383.97,0.85
14200,NCR_M92709,Gurgaon CyberHub,2,419.3,1.04
13934,NCR_M86665,Gurgaon CyberHub,2,1075.18,1.14
5365,NCR_M18258,Rohini,2,927.31,1.02
10730,NCR_M12856,Lajpat Nagar,1,123.2,1.1
14182,NCR_M85179,Lajpat Nagar,2,369.77,0.72
10728,NCR_M20026,Connaught Place,1,265.6,0.8
5695,NCR_M4459,Noida Sector 18,2,943.89,1.13
5602,NCR_M63611,Lajpat Nagar,2,531.28,0.88
14262,NCR_M70844,Saket,2,516.54,0.72
14051,NCR_M83962,Lajpat Nagar,2,811.37,0.86
2088,NCR_M49832,Saket,2,131.73,0.78
5615,NCR_M43428,Noida Sector 18,2,172.33,0.85
11969,NCR_M93810,Connaught Place,2,269.53,0.74
12134,NCR_M38507,Noida Sector 18,2,461.43,0.98
10752,NCR_M5669,Gurgaon CyberHub,1,388.62,1.02
14059,NCR_M91471,Saket,2,647.3,0.95
14301,NCR_M47196,Rohini,2,565.83,1.04
4397,NCR_M73234,Dwarka,2,369.55,1.1
14405,NCR_M24418,Lajpat Nagar,2,664.87,0.82
10769,NCR_M81983,Faridabad,1,411.3,0.9
12050,NCR_M10752,Saket,2,1212.52,1.24
5734,NCR_M46219,Connaught Place,2,366.78,0.7
14170,NCR_M7353,Faridabad,2,545.22,1.07
10776,NCR_M79053,Saket,1,362.84,0.94
14169,NCR_M88836,Faridabad,2,531.5,0.71
5653,NCR_M97494,Dwarka,2,629.91,0.82
14193,NCR_M28928,Noida Sector 18,2,558.35,1.08
12074,NCR_M41095,Faridabad,2,557.28,0.85
14196,NCR_M54123,Dwarka,2,826.86,1.21
14569,NCR_M29494,Gurgaon CyberHub,2,1012.28,0.9
14178,NCR_M92248,Gurgaon CyberHub,2,658.6,0.7
14160,NCR_M73540,Faridabad,2,709.03,0.95
14596,NCR_M31708,Connaught Place,2,491.93,0.71
10805,NCR_M68815,Connaught Place,1,419.52,1.14
10806,NCR_M7297,Lajpat Nagar,1,122.85,0.91
5506,NCR_M25399,Faridabad,2,1105.9,1.28
14640,NCR_M35843,Rohini,2,621.6,0.82
5530,NCR_M13262,Saket,2,583.35,0.86
14719,NCR_M76710,Faridabad,2,434.22,0.84
5883,NCR_M95986,Faridabad,2,358.27,0.98
14697,NCR_M56705,Dwarka,2,718.03,1.19
14774,NCR_M67174,Connaught Place,2,1031.81,1.23
5738,NCR_M31782,Gurgaon CyberHub,2,549.74,0.76
2156,NCR_M13653,Saket,2,643.9,1.13
14320,NCR_M5104,Connaught Place,2,190.17,1.03
10827,NCR_M25501,Faridabad,1,374.85,1.05
4586,NCR_M35530,Rohini,2,771.69,1.06
10845,NCR_M18453,Lajpat Nagar,1,457.47,1.17
12708,NCR_M49394,Dwarka,2,644.82,0.92
10850,NCR_M31175,Lajpat Nagar,1,352.8,1.05
14417,NCR_M64451,Faridabad,2,983.88,1.07
12779,NCR_M35437,Saket,2,499.16,0.93
4685,NCR_M47407,Connaught Place,2,391.35,0.81
4668,NCR_M63060,Rohini,2,692.05,0.9
14461,NCR_M15955,Saket,2,705.65,0.77
15002,NCR_M82723,Noida Sector 18,2,654.69,0.96
10863,NCR_M12357,Lajpat Nagar,1,192.24,0.72
14510,NCR_M98500,Gurgaon CyberHub,2,478.52,0.71
12296,NCR_M2188,Faridabad,2,443.92,0.83
5810,NCR_M77244,Saket,2,880.25,0.94
6064,NCR_M35099,Lajpat Nagar,2,418.36,1.06
5784,NCR_M92472,Lajpat Nagar,2,163.15,1.01
5815,NCR_M21226,Lajpat Nagar,2,450.94,0.9
15146,NCR_M3607,Gurgaon CyberHub,2,623.48,0.94
6076,NCR_M57621,Gurgaon CyberHub,2,559.7,0.71
