order_id,merchant_id,zone,weather,traffic_index,rider_density,hour_of_day,structural_minimum_time_sec,complexity_delta_sec,ambient_friction_multiplier,merchant_marked_ready_sec,trust_weight,is_anomaly,raw_kpt_sec,kpt_floor_sec,kpt_ceiling_sec,buffer_sec,final_predicted_kpt_sec,final_predicted_kpt_min
11582,NCR_M72375,Saket,Smog,0.46,Low,9,455.8,0,1.4614,496.53,1.0,False,551.01,526.76,584.07,6.12,557.13,9.29
9083,NCR_M68799,Lajpat Nagar,Clear,0.32,Low,0,497.02,0,1.4341,438.44,0.75,False,605.14,579.12,642.46,7.0,612.14,10.2
19370,NCR_M70533,Rohini,Heatwave,0.93,High,12,580.75,25,1.5271,626.6,1.0,False,748.56,681.19,768.02,31.4,779.96,13.0
11586,NCR_M22165,Lajpat Nagar,Smog,0.43,Medium,19,479.2,25,1.5561,483.46,1.0,False,628.96,576.54,647.83,23.46,652.42,10.87
11592,NCR_M35596,Faridabad,Fog,0.41,High,11,337.04,35,1.299,271.6,0.75,False,430.77,400.61,447.14,12.6,443.37,7.39
19471,NCR_M30258,Dwarka,Smog,0.7,High,10,233.14,0,1.3076,220.12,0.75,False,271.26,260.41,289.34,10.2,281.46,4.69
18144,NCR_M14212,Connaught Place,Clear,0.67,Medium,20,615.76,0,1.5881,256.3,0.25,True,812.93,793.42,888.8,33.35,846.28,14.1
3423,NCR_M95990,Connaught Place,Clear,0.31,Medium,10,522.92,0,1.3649,548.59,1.0,False,610.92,560.01,629.25,20.0,630.92,10.52
15405,NCR_M5233,Lajpat Nagar,Clear,0.93,Low,21,444.34,0,1.9272,449.76,1.0,False,616.85,562.36,633.5,28.17,645.02,10.75
19512,NCR_M67754,Noida Sector 18,Smog,0.33,High,11,610.03,88,1.3082,638.77,1.0,False,798.38,746.49,831.12,9.18,807.56,13.46
7721,NCR_M52692,Rohini,Clear,0.66,Medium,7,73.62,0,1.1511,110.37,1.0,False,78.99,75.43,83.59,5.0,83.99,1.4
19565,NCR_M89766,Rohini,Clear,0.82,Low,13,1108.65,53,1.5601,1048.54,0.75,False,1473.12,1442.18,1617.98,38.53,1511.65,25.19
3454,NCR_M79769,Saket,Rain,0.55,High,13,1083.22,0,1.4732,566.35,0.25,True,1379.76,1341.12,1499.34,29.09,1408.85,23.48
18221,NCR_M25614,Gurgaon CyberHub,Fog,0.33,High,19,718.22,0,1.5608,473.76,0.25,True,940.38,909.35,1014.04,20.53,960.91,16.02
3465,NCR_M14027,Dwarka,Clear,0.32,High,11,538.87,30,1.108,548.43,1.0,False,598.8,564.87,626.35,4.0,602.8,10.05
19592,NCR_M53536,Dwarka,Clear,0.36,High,23,726.85,20,1.0406,750.96,1.0,False,761.86,735.2,819.0,15.0,776.86,12.95
9256,NCR_M94091,Connaught Place,Clear,1.0,Low,12,437.76,0,1.9543,472.76,1.0,False,611.97,554.85,626.66,33.35,645.32,10.76
11613,NCR_M30909,Noida Sector 18,Rain,0.51,High,16,79.92,0,1.4383,71.68,0.75,False,97.45,88.03,99.59,35.2,132.65,2.21
19632,NCR_M52114,Rohini,Fog,0.58,Medium,13,442.78,0,1.635,494.28,1.0,False,566.17,519.93,583.72,22.94,589.11,9.82
3497,NCR_M19611,Saket,Clear,0.85,Low,12,631.93,0,1.7404,690.21,1.0,False,833.67,762.81,857.85,24.72,858.39,14.31
11618,NCR_M46647,Gurgaon CyberHub,Smog,0.95,Low,11,488.8,17,1.9426,546.3,1.0,False,704.97,662.67,735.99,6.12,711.09,11.85
16449,NCR_M63186,Connaught Place,Rain,0.51,Medium,12,392.32,0,1.5617,406.18,1.0,False,490.27,457.59,509.89,12.65,502.92,8.38
19566,NCR_M72568,Noida Sector 18,Rain,0.98,High,20,254.62,0,1.9729,296.93,1.0,False,357.64,321.88,364.79,44.28,401.92,6.7
18420,NCR_M47575,Lajpat Nagar,Clear,0.77,Medium,18,670.92,42,1.4986,592.07,0.75,False,886.16,859.57,960.0,20.0,906.16,15.1
7786,NCR_M91052,Connaught Place,Fog,0.91,High,21,851.27,0,2.0208,491.26,0.25,True,1261.2,1170.81,1307.86,15.7,1276.9,21.28
7291,NCR_M36183,Connaught Place,Fog,0.37,Medium,22,803.27,47,1.5541,854.0,1.0,False,1059.98,1025.0,1143.01,20.53,1080.51,18.01
3516,NCR_M571,Noida Sector 18,Heatwave,0.53,Medium,20,479.54,35,1.5022,500.8,1.0,False,630.64,605.42,672.69,12.08,642.72,10.71
18536,NCR_M97791,Dwarka,Clear,0.53,Medium,22,805.79,0,1.2378,540.11,0.25,True,944.84,917.44,1025.15,24.72,969.56,16.16
11645,NCR_M19289,Gurgaon CyberHub,Smog,0.83,Medium,20,482.85,23,1.8222,323.78,0.25,True,711.81,684.05,760.45,12.9,724.71,12.08
11641,NCR_M78825,Connaught Place,Clear,0.54,High,9,318.42,32,1.2834,367.84,1.0,False,396.98,368.53,411.67,13.0,409.98,6.83
7414,NCR_M29878,Noida Sector 18,Rain,0.34,Medium,14,790.55,0,1.4278,850.0,1.0,False,944.63,906.85,1007.61,12.65,957.28,15.95
16583,NCR_M84426,Faridabad,Clear,0.4,Medium,20,403.81,70,1.2886,437.04,1.0,False,537.85,502.0,559.37,11.5,549.35,9.16
9396,NCR_M918,Noida Sector 18,Clear,0.64,High,20,856.88,35,1.4141,876.18,1.0,False,1060.59,998.72,1108.31,5.75,1066.34,17.77
9253,NCR_M75603,Gurgaon CyberHub,Clear,0.82,Medium,4,527.61,0,1.3196,581.35,1.0,False,606.09,591.54,662.65,29.0,635.09,10.58
18581,NCR_M95041,Gurgaon CyberHub,Clear,0.45,High,19,680.72,0,1.3007,562.62,0.75,False,789.96,757.58,841.31,10.35,800.31,13.34
19744,NCR_M64576,Lajpat Nagar,Fog,0.32,High,20,488.49,26,1.6201,448.88,0.75,False,664.63,611.46,685.9,21.74,686.37,11.44
9272,NCR_M72519,Rohini,Heatwave,0.6,Low,20,493.52,72,1.812,508.76,1.0,False,761.25,688.93,778.76,36.83,798.08,13.3
3556,NCR_M39105,Lajpat Nagar,Clear,0.51,Low,15,807.32,0,1.4337,753.26,0.75,False,982.81,947.43,1054.88,14.0,996.81,16.61
16692,NCR_M18063,Connaught Place,Clear,0.97,High,12,693.3,0,1.729,729.87,1.0,False,911.63,823.51,931.69,36.8,948.43,15.81
11665,NCR_M17000,Connaught Place,Rain,0.95,High,10,304.15,0,1.6573,332.59,1.0,False,391.55,358.27,402.91,23.65,415.2,6.92
18544,NCR_M61846,Rohini,Clear,0.48,Medium,18,730.62,0,1.2876,743.12,1.0,False,829.05,783.45,868.02,3.0,832.05,13.87
19999,NCR_M9942,Lajpat Nagar,Heatwave,0.8,Medium,20,947.54,0,1.6972,1002.22,1.0,False,1234.42,1203.56,1347.58,33.21,1267.63,21.13
7363,NCR_M61170,Gurgaon CyberHub,Clear,0.98,High,13,954.75,0,1.645,967.21,1.0,False,1224.54,1186.58,1324.54,21.85,1246.39,20.77
6,NCR_M23471,Lajpat Nagar,Heatwave,0.32,High,23,604.86,0,1.402,657.13,1.0,False,716.19,670.83,746.27,8.4,724.59,12.08
19886,NCR_M59822,Faridabad,Smog,0.6,Medium,0,520.37,30,1.2977,502.19,0.75,False,637.37,609.33,675.61,6.12,643.49,10.72
11664,NCR_M86670,Rohini,Heatwave,0.7,High,7,327.52,25,1.203,372.63,1.0,False,386.65,360.23,401.73,11.55,398.2,6.64
3599,NCR_M44436,Connaught Place,Smog,0.52,High,18,585.68,40,1.5506,606.58,1.0,False,779.12,746.39,828.46,8.16,787.28,13.12
7902,NCR_M4530,Faridabad,Heatwave,0.42,High,22,617.61,48,1.1753,648.29,1.0,False,721.6,674.69,751.18,10.87,732.47,12.21
18632,NCR_M83056,Saket,Clear,0.82,Medium,17,323.52,35,1.3663,214.26,0.25,True,438.48,417.0,461.14,1.0,439.48,7.32
126,NCR_M12193,Rohini,Clear,1.0,Medium,9,810.59,0,1.4169,820.96,1.0,False,964.87,895.73,1000.57,13.0,977.87,16.3
15800,NCR_M74103,Dwarka,Heatwave,0.45,Low,12,355.12,25,1.4264,372.56,1.0,False,453.98,410.86,464.43,36.83,490.81,8.18
9496,NCR_M72763,Dwarka,Smog,0.44,Medium,9,545.15,0,1.1629,599.32,1.0,False,587.88,538.89,605.51,20.4,608.28,10.14
16840,NCR_M86796,Rohini,Heatwave,0.55,Medium,13,831.52,0,1.3886,495.65,0.25,True,1029.74,999.88,1117.27,25.96,1055.7,17.6
3635,NCR_M34088,Saket,Clear,0.5,Medium,17,685.83,35,1.2495,617.1,0.75,False,819.47,794.06,886.39,19.0,838.47,13.97
18858,NCR_M66678,Connaught Place,Fog,0.91,Medium,21,711.78,0,2.0377,743.26,1.0,False,1016.05,976.43,1085.48,13.28,1029.33,17.16
7938,NCR_M4628,Connaught Place,Clear,0.9,Medium,12,356.64,62,1.6471,401.19,1.0,False,537.28,488.92,551.25,29.9,567.18,9.45
11703,NCR_M56542,Gurgaon CyberHub,Clear,1.0,Low,20,374.34,45,1.9429,396.44,1.0,False,584.51,556.45,615.68,2.3,586.81,9.78
11697,NCR_M68227,Dwarka,Heatwave,0.96,Medium,8,524.8,0,1.4494,582.37,1.0,False,631.81,617.91,692.89,33.6,665.41,11.09
11704,NCR_M3256,Rohini,Clear,0.96,High,22,77.38,52,1.3499,122.69,1.0,False,150.32,136.04,153.78,35.08,185.4,3.09
18744,NCR_M57434,Saket,Rain,0.31,High,12,731.38,30,1.4699,622.0,0.75,False,937.72,893.65,989.3,3.8,941.52,15.69
77,NCR_M5214,Noida Sector 18,Rain,0.39,Low,19,1096.89,61,1.7536,1150.55,1.0,False,1533.32,1471.99,1635.54,12.65,1545.97,25.77
11701,NCR_M19405,Faridabad,Fog,0.76,Medium,16,530.83,25,1.3794,587.54,1.0,False,652.81,626.05,695.24,9.45,662.26,11.04
7966,NCR_M25381,Connaught Place,Clear,0.86,Low,21,348.63,0,1.8703,353.08,1.0,False,476.78,429.9,486.8,38.53,515.31,8.59
11707,NCR_M91057,Dwarka,Clear,0.36,Medium,23,327.86,17,1.1168,315.09,0.75,False,371.0,350.6,388.44,3.0,374.0,6.23
18940,NCR_M19174,Rohini,Fog,0.57,High,21,612.81,0,1.4745,370.03,0.25,True,780.9,751.22,835.56,14.49,795.39,13.26
11712,NCR_M53028,Faridabad,Fog,0.82,Medium,0,588.24,15,1.3719,381.23,0.25,True,741.86,715.15,796.26,14.7,756.56,12.61
11716,NCR_M23990,Lajpat Nagar,Smog,0.8,High,0,173.6,25,1.3684,157.65,0.75,False,235.79,226.83,252.3,12.24,248.03,4.13
109,NCR_M24520,Gurgaon CyberHub,Fog,0.9,Low,13,857.3,0,1.9677,913.37,1.0,False,1202.58,1120.4,1249.48,13.28,1215.86,20.26
11718,NCR_M22440,Gurgaon CyberHub,Clear,0.37,High,11,338.8,15,1.1869,371.13,1.0,False,385.45,374.27,418.21,21.5,406.95,6.78
11725,NCR_M76950,Faridabad,Heatwave,0.5,High,11,289.5,0,1.1738,323.39,1.0,False,313.65,284.9,321.49,28.88,342.53,5.71
9631,NCR_M14996,Lajpat Nagar,Clear,0.73,High,1,94.08,0,1.2744,96.96,1.0,False,106.21,102.6,114.35,16.0,122.21,2.04
18821,NCR_M23560,Noida Sector 18,Clear,0.54,High,22,349.16,53,1.1458,308.81,0.75,False,437.46,403.92,452.34,18.4,455.86,7.6
7725,NCR_M89050,Faridabad,Rain,0.73,Low,11,970.45,0,1.6608,978.8,1.0,False,1250.64,1206.87,1344.44,16.5,1267.14,21.12
11733,NCR_M5022,Connaught Place,Clear,0.77,High,8,128.52,13,1.4478,143.24,1.0,False,170.28,157.23,176.07,16.0,186.28,3.1
233,NCR_M98001,Rohini,Heatwave,0.85,High,12,1471.25,23,1.2982,1204.73,0.75,False,1731.95,1693.85,1899.37,38.64,1770.59,29.51
167,NCR_M21120,Gurgaon CyberHub,Fog,0.89,Low,0,521.68,59,1.7068,242.32,0.25,True,789.93,763.07,850.49,16.8,806.73,13.45
18973,NCR_M51540,Faridabad,Rain,0.55,High,19,808.96,35,1.3882,819.85,1.0,False,994.37,942.99,1043.09,1.27,995.64,16.59
7532,NCR_M94836,Rohini,Heatwave,0.37,Medium,20,573.31,0,1.496,619.62,1.0,False,701.22,660.32,732.78,6.04,707.26,11.79
8071,NCR_M39351,Noida Sector 18,Clear,0.54,High,18,711.66,18,1.2146,652.37,0.75,False,818.38,788.92,878.4,14.0,832.38,13.87
7769,NCR_M46224,Faridabad,Fog,0.75,Low,12,471.63,0,1.8401,488.75,1.0,False,639.77,587.52,659.6,22.94,662.71,11.05
3703,NCR_M25518,Faridabad,Clear,0.6,Low,13,776.22,30,1.5694,833.48,1.0,False,1010.0,987.78,1107.63,36.8,1046.8,17.45
19048,NCR_M78654,Noida Sector 18,Clear,0.51,Medium,18,1155.67,0,1.2642,1199.57,1.0,False,1299.4,1270.81,1425.0,32.0,1331.4,22.19
11749,NCR_M22251,Rohini,Clear,0.91,Medium,20,431.27,27,1.5334,449.14,1.0,False,567.48,539.67,596.8,1.15,568.63,9.48
9610,NCR_M84487,Faridabad,Clear,0.98,Medium,8,410.33,0,1.352,414.6,1.0,False,477.11,455.17,504.15,4.0,481.11,8.02
7539,NCR_M82896,Dwarka,Clear,0.6,Medium,13,427.89,0,1.3903,362.09,0.75,False,513.09,485.72,537.72,2.3,515.39,8.59
11754,NCR_M89133,Rohini,Clear,0.76,Low,17,247.16,35,1.4132,200.94,0.75,False,340.37,308.6,348.54,29.0,369.37,6.16
19090,NCR_M91067,Saket,Heatwave,0.64,Low,11,552.63,43,1.6147,253.05,0.25,True,790.03,733.41,819.26,13.65,803.68,13.39
11759,NCR_M66799,Rohini,Clear,0.89,Medium,18,357.12,17,1.3503,340.62,0.75,False,441.88,432.16,484.59,32.0,473.88,7.9
8082,NCR_M54200,Rohini,Rain,0.84,Medium,12,882.39,52,1.7658,479.46,0.25,True,1294.59,1241.51,1378.74,11.39,1305.98,21.77
19095,NCR_M59547,Gurgaon CyberHub,Heatwave,0.89,Low,22,289.51,0,1.8562,252.0,0.75,False,400.23,370.88,414.63,16.9,417.13,6.95
16012,NCR_M88152,Connaught Place,Clear,0.61,Medium,12,700.82,0,1.4714,727.4,1.0,False,850.1,773.59,872.21,29.9,880.0,14.67
341,NCR_M3328,Rohini,Smog,0.81,High,20,1245.23,35,1.5424,1304.15,1.0,False,1589.96,1556.57,1746.31,39.3,1629.26,27.15
8101,NCR_M29769,Rohini,Rain,0.79,High,0,415.87,35,1.4814,451.22,1.0,False,548.77,521.33,576.2,0.0,548.77,9.15
19016,NCR_M64419,Dwarka,Clear,0.48,High,14,758.51,22,1.1707,790.79,1.0,False,844.5,816.63,910.66,19.55,864.05,14.4
7576,NCR_M94387,Connaught Place,Clear,0.47,Low,22,429.23,0,1.5752,436.2,1.0,False,538.71,488.43,551.64,33.35,572.06,9.53
11769,NCR_M42789,Faridabad,Clear,0.87,High,18,381.78,25,1.2793,399.01,1.0,False,460.09,437.55,483.86,1.0,461.09,7.68
17149,NCR_M82385,Gurgaon CyberHub,Heatwave,0.86,High,6,328.2,0,1.553,206.31,0.25,True,428.69,395.83,443.27,16.8,445.49,7.42
19113,NCR_M46831,Saket,Clear,0.45,Low,12,892.31,0,1.4539,366.98,0.25,True,1129.47,1093.32,1219.82,20.7,1150.17,19.17
998,NCR_M52447,Dwarka,Heatwave,0.94,Medium,11,870.43,0,1.5054,882.16,1.0,False,1067.97,1025.25,1139.17,10.5,1078.47,17.97
8120,NCR_M15161,Saket,Clear,0.7,Low,0,584.44,20,1.3807,598.98,1.0,False,710.24,643.95,727.28,29.0,739.24,12.32
19242,NCR_M56584,Rohini,Fog,0.78,Medium,23,519.97,78,1.4573,533.84,1.0,False,721.86,692.27,768.78,9.45,731.31,12.19
431,NCR_M33999,Faridabad,Clear,0.77,High,19,998.94,51,1.3452,1052.21,1.0,False,1217.75,1106.12,1248.19,31.62,1249.37,20.82
16172,NCR_M27231,Dwarka,Clear,0.83,High,18,348.83,0,1.2094,372.51,1.0,False,383.62,351.65,395.13,20.0,403.62,6.73
435,NCR_M9077,Rohini,Clear,0.3,High,20,838.18,0,1.3141,865.52,1.0,False,960.84,932.02,1040.91,23.0,983.84,16.4
3771,NCR_M69342,Noida Sector 18,Clear,0.45,Medium,12,581.47,48,1.2809,619.51,1.0,False,712.41,645.92,729.51,33.35,745.76,12.43
1116,NCR_M31086,Connaught Place,Clear,0.37,High,22,489.96,0,1.2588,541.1,1.0,False,549.72,526.63,584.53,9.2,558.92,9.32
11787,NCR_M55572,Connaught Place,Smog,0.72,Medium,13,443.3,65,1.6063,406.06,0.75,False,653.08,626.96,696.62,11.73,664.81,11.08
1072,NCR_M14716,Dwarka,Smog,0.56,High,15,900.63,39,1.1698,913.23,1.0,False,1016.28,965.46,1067.09,0.0,1016.28,16.94
1192,NCR_M5751,Faridabad,Clear,0.64,High,19,1141.15,25,1.2187,1018.38,0.75,False,1310.19,1233.76,1369.15,5.75,1315.94,21.93
1106,NCR_M78769,Connaught Place,Smog,0.93,Medium,23,796.37,0,1.6291,808.08,1.0,False,1016.46,953.77,1060.16,7.14,1023.6,17.06
11811,NCR_M35904,Noida Sector 18,Clear,0.8,Low,0,374.22,30,1.4931,420.85,1.0,False,493.93,468.41,518.13,1.0,494.93,8.25
19287,NCR_M72490,Rohini,Clear,0.37,Low,22,727.35,0,1.3486,758.95,1.0,False,844.67,821.86,919.28,28.17,872.84,14.55
17238,NCR_M32094,Lajpat Nagar,Clear,0.98,Low,10,481.72,40,1.7358,516.5,1.0,False,687.36,627.79,706.61,23.0,710.36,11.84
10059,NCR_M91037,Faridabad,Clear,0.94,High,20,848.96,22,1.5637,819.14,0.75,False,1106.1,1051.9,1163.25,1.15,1107.25,18.45
19317,NCR_M87955,Lajpat Nagar,Heatwave,0.4,Medium,20,321.45,62,1.6302,322.37,1.0,False,489.59,454.5,507.7,15.7,505.29,8.42
11812,NCR_M34315,Rohini,Smog,0.35,Low,19,365.8,15,1.5431,402.17,1.0,False,473.04,457.9,510.88,21.11,494.15,8.24
11823,NCR_M48226,Faridabad,Rain,0.9,High,20,587.6,0,1.6651,626.68,1.0,False,758.23,723.35,801.2,5.06,763.29,12.72
9953,NCR_M87986,Gurgaon CyberHub,Clear,0.75,High,8,910.64,0,1.3015,949.43,1.0,False,1038.89,1016.03,1139.31,32.0,1070.89,17.85
11826,NCR_M83015,Noida Sector 18,Heatwave,0.85,Medium,13,265.2,0,1.5325,310.23,1.0,False,328.3,312.54,345.81,2.42,330.72,5.51
11827,NCR_M35180,Noida Sector 18,Smog,0.55,High,20,254.4,0,1.7337,296.99,1.0,False,334.97,320.23,355.07,7.04,342.01,5.7
16322,NCR_M25339,Rohini,Clear,0.63,High,20,722.32,20,1.415,746.79,1.0,False,883.02,862.71,966.9,35.08,918.1,15.3
1516,NCR_M92436,Rohini,Clear,0.8,High,19,978.04,35,1.3742,824.59,0.75,False,1207.11,1149.17,1271.49,2.3,1209.41,20.16
11834,NCR_M69682,Connaught Place,Rain,0.79,Medium,11,212.16,80,1.8061,195.15,0.75,False,396.88,362.48,407.99,25.3,422.18,7.04
3838,NCR_M32102,Dwarka,Clear,0.32,Medium,20,470.32,52,1.3191,491.53,1.0,False,599.9,583.1,651.89,26.45,626.35,10.44
11836,NCR_M2776,Gurgaon CyberHub,Rain,0.93,High,19,310.23,0,2.0714,346.07,1.0,False,446.49,410.03,460.34,24.03,470.52,7.84
1531,NCR_M97184,Saket,Clear,0.71,High,9,1096.16,30,1.2155,1138.06,1.0,False,1241.59,1211.79,1357.47,29.0,1270.59,21.18
11830,NCR_M45620,Faridabad,Clear,0.97,Low,9,309.4,0,1.5345,321.54,1.0,False,383.27,371.39,414.57,19.0,402.27,6.7
19605,NCR_M45839,Lajpat Nagar,Clear,0.54,High,14,604.5,66,1.4186,604.85,1.0,False,798.6,774.64,865.15,23.0,821.6,13.69
3847,NCR_M19540,Connaught Place,Clear,0.95,High,0,524.38,99,1.4372,569.32,1.0,False,747.33,681.31,767.51,24.5,771.83,12.86
11835,NCR_M57125,Gurgaon CyberHub,Smog,0.97,Medium,20,75.48,0,1.7531,63.29,0.75,False,101.45,97.49,108.38,12.9,114.35,1.91
1539,NCR_M65150,Gurgaon CyberHub,Rain,0.96,High,11,901.57,0,1.741,496.51,0.25,True,1243.69,1218.81,1368.06,38.5,1282.19,21.37
10185,NCR_M26617,Rohini,Rain,0.48,High,11,614.41,0,1.4423,376.04,0.25,True,774.75,732.13,811.16,3.3,778.05,12.97
11842,NCR_M79656,Lajpat Nagar,Rain,0.75,Medium,22,70.3,0,1.6992,57.38,0.75,False,93.04,87.62,97.23,6.33,99.37,1.66
19556,NCR_M90696,Gurgaon CyberHub,Clear,0.88,Medium,18,377.62,35,1.5404,378.15,1.0,False,512.11,478.83,533.11,9.0,521.11,8.69
3870,NCR_M54568,Noida Sector 18,Fog,0.89,High,20,369.61,0,1.9153,319.88,0.75,False,518.91,480.86,537.59,16.9,535.81,8.93
1705,NCR_M37100,Saket,Rain,0.82,High,11,846.72,0,1.6129,731.9,0.75,False,1092.27,1003.07,1126.13,20.9,1113.17,18.55
16410,NCR_M75832,Lajpat Nagar,Rain,0.63,Medium,20,685.66,0,1.7364,565.55,0.75,False,917.22,837.73,942.91,29.09,946.31,15.77
19560,NCR_M61800,Gurgaon CyberHub,Fog,0.32,High,13,642.44,25,1.4763,662.89,1.0,False,810.96,771.22,852.86,1.21,812.17,13.54
1223,NCR_M90222,Dwarka,Smog,0.64,Medium,14,922.13,0,1.4132,943.05,1.0,False,1096.21,1064.42,1189.39,25.22,1121.43,18.69
16428,NCR_M25480,Saket,Clear,0.96,Medium,13,1107.85,30,1.5853,906.69,0.75,False,1454.81,1367.52,1518.82,6.9,1461.71,24.36
16440,NCR_M46173,Noida Sector 18,Smog,0.43,High,8,532.6,0,1.3122,582.83,1.0,False,610.1,566.38,632.67,13.26,623.36,10.39
1549,NCR_M99166,Noida Sector 18,Fog,0.36,High,14,696.22,37,1.2623,752.76,1.0,False,823.79,759.26,850.97,20.53,844.32,14.07
8219,NCR_M55864,Gurgaon CyberHub,Clear,0.59,Medium,12,360.67,0,1.4092,153.85,0.25,True,449.79,409.31,461.49,29.9,479.69,7.99
8276,NCR_M42044,Saket,Smog,0.49,Medium,0,1252.13,60,1.2318,1274.47,1.0,False,1456.29,1409.69,1572.79,18.36,1474.65,24.58
1293,NCR_M82570,Connaught Place,Clear,0.32,Low,19,934.13,37,1.6791,853.07,0.75,False,1277.07,1228.54,1366.47,13.8,1290.87,21.51
8226,NCR_M15409,Saket,Heatwave,0.42,Medium,15,631.73,0,1.3279,677.18,1.0,False,727.97,707.59,791.06,24.15,752.12,12.54
1854,NCR_M57981,Connaught Place,Rain,0.4,High,12,1442.44,25,1.522,1492.43,1.0,False,1810.37,1757.87,1964.25,27.2,1837.57,30.63
16484,NCR_M82957,Noida Sector 18,Smog,0.53,High,19,749.87,35,1.4107,682.15,0.75,False,947.21,884.06,985.1,11.73,958.94,15.98
1599,NCR_M16352,Rohini,Fog,0.71,High,18,1044.07,0,1.3656,974.18,0.75,False,1240.97,1131.35,1274.48,25.72,1266.69,21.11
11874,NCR_M4132,Saket,Smog,0.69,Medium,13,380.7,0,1.6742,406.48,1.0,False,492.59,463.04,514.27,7.04,499.63,8.33
10355,NCR_M44826,Rohini,Heatwave,0.48,Medium,9,541.03,0,1.3257,544.34,1.0,False,622.94,579.33,646.61,12.6,635.54,10.59
11886,NCR_M11350,Lajpat Nagar,Smog,0.32,Low,12,306.85,0,1.6133,134.58,0.25,True,408.16,377.55,422.44,17.6,425.76,7.1
10362,NCR_M60932,Rohini,Clear,0.31,High,14,560.41,0,1.182,590.78,1.0,False,609.28,552.41,623.9,33.35,642.63,10.71
16492,NCR_M44255,Connaught Place,Clear,0.99,High,12,842.65,0,1.6837,898.13,1.0,False,1093.4,1036.91,1146.98,1.15,1094.55,18.24
17519,NCR_M38226,Lajpat Nagar,Clear,0.67,High,20,544.36,0,1.5009,489.71,0.75,False,677.79,631.47,704.22,12.65,690.44,11.51
17532,NCR_M12454,Faridabad,Rain,0.79,High,18,863.61,38,1.4194,870.91,1.0,False,1074.17,1045.16,1169.05,26.95,1101.12,18.35
11875,NCR_M18815,Lajpat Nagar,Heatwave,0.75,Low,14,290.46,0,1.7474,305.79,1.0,False,383.96,365.91,405.07,3.62,387.58,6.46
10386,NCR_M18264,Faridabad,Smog,0.78,High,16,619.64,25,1.3764,677.62,1.0,False,756.29,693.27,778.98,20.4,776.69,12.94
19680,NCR_M77695,Gurgaon CyberHub,Heatwave,0.75,Medium,9,1282.4,40,1.4003,1335.8,1.0,False,1564.85,1522.6,1703.08,25.72,1590.57,26.51
19690,NCR_M15736,Rohini,Clear,0.54,High,13,402.99,43,1.2176,431.5,1.0,False,492.13,460.96,512.8,9.2,501.33,8.36
1368,NCR_M15831,Connaught Place,Clear,0.41,High,12,1161.67,25,1.3664,1033.38,0.75,False,1410.37,1359.6,1513.8,16.1,1426.47,23.77
760,NCR_M47894,Gurgaon CyberHub,Clear,0.95,High,20,1139.29,37,1.6569,974.55,0.75,False,1536.91,1493.88,1670.11,26.45,1563.36,26.06
11889,NCR_M44674,Rohini,Smog,0.89,High,0,321.86,15,1.4088,373.18,1.0,False,399.83,364.51,410.62,24.99,424.82,7.08
10177,NCR_M89463,Gurgaon CyberHub,Clear,0.8,High,13,375.04,38,1.4637,428.39,1.0,False,499.71,455.57,513.2,28.17,527.88,8.8
19884,NCR_M45067,Dwarka,Rain,0.74,High,9,666.35,38,1.4504,277.26,0.25,True,888.25,818.67,917.56,18.7,906.95,15.12
11901,NCR_M3374,Faridabad,Clear,0.77,High,9,318.24,17,1.1961,340.74,1.0,False,366.64,334.86,376.91,23.0,389.64,6.49
17616,NCR_M10336,Faridabad,Clear,0.45,High,13,346.19,40,1.1595,393.81,1.0,False,415.85,377.04,425.83,33.35,449.2,7.49
7838,NCR_M23742,Rohini,Heatwave,0.44,High,23,1400.68,25,1.1751,1434.09,1.0,False,1545.47,1509.92,1692.29,32.03,1577.5,26.29
8347,NCR_M10693,Rohini,Fog,0.59,High,20,627.69,35,1.5916,518.18,0.75,False,848.59,817.2,909.41,15.7,864.29,14.4
7826,NCR_M47296,Gurgaon CyberHub,Smog,0.72,High,9,881.55,112,1.2818,806.76,0.75,False,1142.49,1110.5,1241.51,23.46,1165.95,19.43
2023,NCR_M45542,Noida Sector 18,Fog,0.33,High,11,780.39,0,1.3753,391.65,0.25,True,962.01,878.64,988.95,24.15,986.16,16.44
10231,NCR_M34058,Faridabad,Clear,0.74,High,7,965.32,30,1.0559,995.71,1.0,False,1022.76,993.1,1109.7,21.5,1044.26,17.4
3959,NCR_M66984,Rohini,Heatwave,0.87,Medium,22,583.0,48,1.6124,641.17,1.0,False,801.25,725.13,819.67,36.83,838.08,13.97
11908,NCR_M19584,Faridabad,Clear,0.82,High,13,352.17,0,1.28,397.38,1.0,False,398.43,385.29,429.65,19.55,417.98,6.97
11909,NCR_M22766,Lajpat Nagar,Fog,0.47,High,14,479.0,15,1.5237,501.12,1.0,False,609.78,579.3,640.27,0.0,609.78,10.16
8367,NCR_M59288,Rohini,Clear,0.69,High,19,715.8,0,1.3073,753.13,1.0,False,818.43,779.96,863.44,3.45,821.88,13.7
11910,NCR_M23907,Connaught Place,Rain,0.84,Low,12,107.52,15,2.0064,124.37,1.0,False,173.55,169.73,190.32,40.48,214.03,3.57
10468,NCR_M85104,Lajpat Nagar,Clear,0.5,Low,21,733.8,55,1.7059,360.47,0.25,True,1074.28,1008.03,1120.47,8.05,1082.33,18.04
